,event_id,depth,magnitude,latitude,longitude,time_utc,time_ak,distance,backazimuth,array,slowness,trace_vel,incident_angle,p_arrival
187,us20004g5f,33.99,3.0,52.5825,-166.9332,2015-12-07T01:01:48.750000Z,2015-12-06T17:01:48.750000Z,145.99057255018602,193.92225071421245,POM,0.12368309955891338,8.085179006398322,45.83710771013807,21.90917017156023
188,us20004h7p,10.0,3.5,53.5448,-161.197,2015-12-05T20:41:28.040000Z,2015-12-05T12:41:28.040000Z,346.2910740758597,93.64868037403022,POM,0.12365865779084437,8.086777083505103,45.825450582668395,49.14998150600467
189,us20004h7m,14.56,3.5,53.3814,-163.4982,2015-12-05T11:41:52.270000Z,2015-12-05T03:41:52.270000Z,200.12217928772654,104.15574933526895,POM,0.12367977861765304,8.0853961025547,45.83552369464852,30.52601517488844
190,us20004h7k,27.4,3.1,53.4566,-163.52,2015-12-05T08:54:43.000000Z,2015-12-05T00:54:43.000000Z,196.50355559741485,101.93498073423827,POM,0.12368624472624272,8.084973411662068,45.838607926927544,28.75433167474511
191,us20004h78,30.63,3.5,53.531,-163.6572,2015-12-05T03:07:11.350000Z,2015-12-04T19:07:11.350000Z,185.73383105717247,100.14788918930383,POM,0.12368696272941894,8.08492647836804,45.838950413715374,27.129243398530622
192,us20004h5t,59.05,3.5,53.4535,-165.5893,2015-12-04T22:00:03.760000Z,2015-12-04T14:00:03.760000Z,70.6844516850538,129.10119338584963,POM,0.1059893798353206,9.43490754973503,37.93291464823617,13.40803513627488
193,us20004h5r,10.0,3.2,53.1315,-161.8282,2015-12-04T04:04:53.780000Z,2015-12-03T20:04:53.780000Z,314.87924351359305,103.00192771961197,POM,0.12366650585237325,8.086263884529485,45.829193329481626,45.2655410013853
194,us1000430f,56.76,4.3,52.5292,-169.4529,2015-12-03T10:50:47.900000Z,2015-12-03T02:50:47.900000Z,251.08152189719073,235.17888094505503,POM,0.1227778453919864,8.144791894721335,45.40697375564511,34.907408325947806
195,us100044pm,23.74,3.5,54.4339,-160.7832,2015-12-03T09:40:08.640000Z,2015-12-03T01:40:08.640000Z,373.47863752319574,77.82589531881985,POM,0.12364809621611714,8.087467826857274,45.82041415638896,50.97328318764586
196,us20004h94,13.9,3.0,54.7695,-160.5437,2015-12-03T04:39:30.000000Z,2015-12-02T20:39:30.000000Z,395.2590069930738,72.74046428298617,POM,0.12364603925261383,8.08760236918677,45.81943331920308,54.737484236312106
197,us1000437s,35.64,3.6,52.4763,-163.125,2015-12-01T15:44:10.280000Z,2015-12-01T07:44:10.280000Z,268.3245460763487,123.60149185368661,POM,0.12366650585237325,8.086263884529485,45.829193329481626,36.94659794256859
198,us1000437p,2.0,3.5,51.496,-167.016,2015-12-01T05:52:21.860000Z,2015-11-30T21:52:21.860000Z,265.84546931839526,189.03482203195918,POM,0.12368220197543095,8.085237681963704,45.836679578233735,40.161358722894704
199,us20004fli,4.09,3.3,53.3444,-164.0894,2015-11-30T23:52:14.310000Z,2015-11-30T15:52:14.310000Z,164.17785202159047,109.39056443589644,POM,0.12368508737578525,8.085049064660138,45.838055876369054,27.3357523790591
200,us1000423u,27.2,3.1,52.6428,-168.7189,2015-11-30T06:43:04.000000Z,2015-11-29T22:43:04.000000Z,204.6905701798554,229.62342663206294,POM,0.12368534673682803,8.085032110778279,45.83817958985316,29.78509530491118
201,us100042it,28.62,3.1,53.8209,-160.8343,2015-11-28T03:59:44.440000Z,2015-11-27T19:59:44.440000Z,367.2989811194647,88.3710901334069,POM,0.12364795450525229,8.087477095769685,45.82034658279051,49.76584292462879
202,us100042i7,11.62,3.0,52.6462,-164.1243,2015-11-26T18:38:43.010000Z,2015-11-26T10:38:43.010000Z,203.7773874534787,130.46596828865063,POM,0.12367970949116386,8.085400621606762,45.835490723321975,31.330486653627606
203,us100041bj,90.9,3.8,53.952,-164.9584,2015-11-23T02:33:00.470000Z,2015-11-22T18:33:00.470000Z,96.31942612722071,83.10328342951179,POM,0.0961772883521799,10.397465109831563,33.905740970282835,18.257446335149456
204,us100041d9,26.1,3.9,52.712,-166.572,2015-11-21T23:48:34.910000Z,2015-11-21T15:48:34.910000Z,127.84799084355996,184.76020468567302,POM,0.12368639142185363,8.084963822651504,45.83867790041402,20.380587983870022
205,us1000414i,22.75,3.1,54.2637,-162.394,2015-11-20T11:25:17.490000Z,2015-11-20T03:25:17.490000Z,267.1267878980384,78.61851146344371,POM,0.1236743539139021,8.085750750686486,45.83293632798115,37.911562481807096
206,us10003zd7,30.45,4.3,53.4607,-165.2216,2015-11-18T19:08:09.510000Z,2015-11-18T11:08:09.510000Z,90.38373870656422,118.71988422212607,POM,0.12369482051366149,8.084412878787878,45.84269870662925,15.352001202568179
207,us10003ztf,36.2,3.8,54.008,-163.19,2015-11-18T02:44:04.360000Z,2015-11-17T18:44:04.360000Z,212.47361070498556,84.15839161467608,POM,0.12366650585237325,8.086263884529485,45.829193329481626,30.039013613071596
208,us1000408n,10.0,3.2,52.6769,-163.2733,2015-11-17T13:14:25.980000Z,2015-11-17T05:14:25.980000Z,247.32817954265408,120.80022530910539,POM,0.12368280484448678,8.085198271961533,45.83696713605535,36.911093626325126
209,us1000414x,35.49,3.4,54.244,-162.6109,2015-11-16T20:49:57.150000Z,2015-11-16T12:49:57.150000Z,252.8218658624728,78.65267618201605,POM,0.12366650585237325,8.086263884529485,45.829193329481626,35.029751563358694
210,us1000414v,20.0,3.0,52.6472,-169.3303,2015-11-16T08:38:22.000000Z,2015-11-16T00:38:22.000000Z,236.58605260311595,236.49532121844402,POM,0.1236828470989092,8.085195509772667,45.83698729071934,34.38427999946668
