,mean_power,median_power,frequency,time,station
19485,-98.56745299088641,-97.72513809726937,5.86883,2015-11-23,3A11
19486,-98.28616190888533,-97.52137467484278,6.4,2015-11-23,3A11
19487,-98.01647499432687,-97.402649462412,6.97925,2015-11-23,3A11
19488,-97.72011738240481,-97.1801833398516,7.61093,2015-11-23,3A11
19489,-97.40167453981192,-96.94382347598214,8.29977,2015-11-23,3A11
19490,-96.84818329030863,-96.41419818392563,9.05097,2015-11-23,3A11
19491,-96.01967417250475,-95.4907763001643,9.87015,2015-11-23,3A11
19492,-94.92589238698405,-94.4150796210266,10.7635,2015-11-23,3A11
19493,-93.56533458146164,-92.94259841124888,11.7377,2015-11-23,3A11
19494,-91.7732222600254,-91.072139281302,12.8,2015-11-23,3A11
19495,-89.60039299955118,-89.1704568293384,13.9585,2015-11-23,3A11
19496,-87.30204434092444,-87.50212093666912,15.2219,2015-11-23,3A11
19497,-86.51331121438668,-86.72365802289733,16.5995,2015-11-23,3A11
19498,-86.03700593444512,-86.25111870040257,18.1019,2015-11-23,3A11
19499,-84.48808730958804,-84.67895113937527,19.7403,2015-11-23,3A11
19500,-74.72129032830443,-74.92794777511294,21.5269,2015-11-23,3A11
19501,-40.64619834554352,-40.93410260086267,23.4753,2015-11-23,3A11
19502,-41.281202275645164,-40.94772355224091,0.0052556,2015-11-24,3A11
19503,-41.97022687177575,-41.65730985049916,0.00573128,2015-11-24,3A11
19504,-42.72279408015843,-42.40987705888183,0.00625,2015-11-24,3A11
19505,-43.59682220367759,-43.56434773559248,0.00681567,2015-11-24,3A11
19506,-44.34939688175721,-44.31692241367209,0.00743254,2015-11-24,3A11
19507,-45.24354148477304,-45.24360531456029,0.00810525,2015-11-24,3A11
19508,-46.40274712283225,-46.63137265474715,0.00883883,2015-11-24,3A11
19509,-47.1553284462125,-47.383953978127394,0.00963882,2015-11-24,3A11
19510,-48.09007261524143,-47.98432155141164,0.0105112,2015-11-24,3A11
19511,-49.303541444087045,-49.25734144408706,0.0114626,2015-11-24,3A11
19512,-50.17693712613739,-50.19847542400973,0.0125,2015-11-24,3A11
19513,-51.12022550727755,-50.79122337961799,0.0136313,2015-11-24,3A11
19514,-51.974581316558904,-51.488234508048265,0.0148651,2015-11-24,3A11
19515,-53.077508803061555,-52.59480667540198,0.0162105,2015-11-24,3A11
19516,-54.05529190245272,-53.423489774793154,0.0176777,2015-11-24,3A11
19517,-54.87316498602024,-54.09584158176493,0.0192776,2015-11-24,3A11
19518,-55.79458204954273,-55.2120267303938,0.0210224,2015-11-24,3A11
19519,-56.71866060066123,-56.28680740917187,0.0229251,2015-11-24,3A11
19520,-57.5849651839745,-57.61428007759152,0.025,2015-11-24,3A11
19521,-58.6205487851831,-58.044357295821385,0.0272627,2015-11-24,3A11
19522,-59.543710718204274,-58.74554050543833,0.0297302,2015-11-24,3A11
19523,-60.597000089488716,-59.71831072778659,0.032421,2015-11-24,3A11
19524,-61.547946715174405,-60.70707650240844,0.0353553,2015-11-24,3A11
19525,-62.60065897819355,-61.84076961649143,0.0385553,2015-11-24,3A11
19526,-63.76355122853331,-62.9071342072567,0.0420448,2015-11-24,3A11
19527,-65.02111948427735,-64.3605152289582,0.0458502,2015-11-24,3A11
19528,-66.30041703060725,-65.98219362635194,0.05,2015-11-24,3A11
19529,-67.52134502853504,-67.00767481576906,0.0545254,2015-11-24,3A11
19530,-68.78555903073521,-68.44465477541605,0.0594604,2015-11-24,3A11
19531,-70.09558172230189,-70.0570306584721,0.064842,2015-11-24,3A11
19532,-71.25383344834613,-71.11861004409083,0.0707107,2015-11-24,3A11
19533,-72.55143140106374,-72.28358246489353,0.0771105,2015-11-24,3A11
19534,-73.838614141177,-73.65706094968766,0.0840896,2015-11-24,3A11
19535,-75.13121607642566,-74.85694586365969,0.0917004,2015-11-24,3A11
19536,-76.47003352836917,-76.18142501773087,0.1,2015-11-24,3A11
19537,-77.78281335422581,-77.7015239925237,0.109051,2015-11-24,3A11
19538,-79.11700775772854,-78.88299924709025,0.118921,2015-11-24,3A11
19539,-80.4634536205789,-80.30485149291934,0.129684,2015-11-24,3A11
19540,-81.75009067059366,-81.79939279825324,0.141421,2015-11-24,3A11
19541,-83.02311465855014,-83.05437423301822,0.154221,2015-11-24,3A11
19542,-84.2799661729044,-84.33790447077673,0.168179,2015-11-24,3A11
19543,-85.5600379024621,-85.53175279607913,0.183401,2015-11-24,3A11
19544,-86.83574469086723,-86.8937383078885,0.2,2015-11-24,3A11
19545,-88.07155270920147,-88.02549951771209,0.218102,2015-11-24,3A11
19546,-89.25906952039851,-89.12495249912192,0.237841,2015-11-24,3A11
19547,-90.42682026155944,-90.4051543041126,0.259368,2015-11-24,3A11
19548,-91.59200435602214,-91.66691499432002,0.282843,2015-11-24,3A11
19549,-92.71155467483966,-92.6751525471801,0.308442,2015-11-24,3A11
19550,-93.81766764124667,-93.87183998167222,0.336359,2015-11-24,3A11
19551,-94.92881827327246,-94.94370125199586,0.366802,2015-11-24,3A11
19552,-95.99288474151618,-95.9297826138566,0.4,2015-11-24,3A11
19553,-97.05912553121757,-97.06894680781336,0.436203,2015-11-24,3A11
19554,-98.06963390650249,-98.13434880011954,0.475683,2015-11-24,3A11
19555,-99.08636791707586,-99.16598706601204,0.518736,2015-11-24,3A11
19556,-100.09263287808082,-100.17136479297444,0.565685,2015-11-24,3A11
19557,-101.08509466898775,-101.19593722217924,0.616884,2015-11-24,3A11
19558,-102.07856892229785,-102.15032424144678,0.672717,2015-11-24,3A11
19559,-103.0430502261503,-103.1303246942354,0.733603,2015-11-24,3A11
19560,-104.00984809597675,-104.1431034151257,0.8,2015-11-24,3A11
19561,-104.97468916675295,-105.06031469866784,0.872406,2015-11-24,3A11
19562,-105.95224243716943,-106.00661903291412,0.951366,2015-11-24,3A11
19563,-106.92288768220365,-106.99924087369304,1.03747,2015-11-24,3A11
19564,-107.87172132631328,-107.96048941141964,1.13137,2015-11-24,3A11
19565,-108.82123369396835,-108.92479326843645,1.23377,2015-11-24,3A11
19566,-109.74256302936242,-109.91815664638372,1.34543,2015-11-24,3A11
19567,-110.64664100702565,-110.90760909213203,1.46721,2015-11-24,3A11
19568,-111.50026386577746,-111.82244684450086,1.6,2015-11-24,3A11
19569,-112.28270479392803,-112.70478138967272,1.74481,2015-11-24,3A11
19570,-112.9865237911043,-113.50060251450856,1.90273,2015-11-24,3A11
19571,-113.60374293790927,-114.3322897464199,2.07494,2015-11-24,3A11
19572,-114.15428773367667,-115.04310688261285,2.26274,2015-11-24,3A11
19573,-114.6037512939752,-115.63047682589011,2.46754,2015-11-24,3A11
19574,-114.97401532828569,-116.13241107296652,2.69087,2015-11-24,3A11
19575,-115.27380046129346,-116.67793450384669,2.93441,2015-11-24,3A11
19576,-115.54319303744016,-117.14905048424868,3.2,2015-11-24,3A11
19577,-115.78769794078947,-117.5386213450448,3.48962,2015-11-24,3A11
19578,-116.0071497983038,-117.92943064936765,3.80546,2015-11-24,3A11
19579,-116.20950292405779,-118.39619228575992,4.14989,2015-11-24,3A11
19580,-116.41570575408277,-118.6880908604657,4.52548,2015-11-24,3A11
19581,-116.60076509854726,-118.93943956663236,4.93507,2015-11-24,3A11
19582,-116.78648141982275,-119.23646865386527,5.38174,2015-11-24,3A11
19583,-116.95248490578001,-119.40863809726936,5.86883,2015-11-24,3A11
19584,-117.10785339824702,-119.66917467484278,6.4,2015-11-24,3A11
19585,-117.237164356029,-119.884249462412,6.97925,2015-11-24,3A11
19586,-117.33611951006438,-120.14658333985162,7.61093,2015-11-24,3A11
19587,-117.42342134832259,-120.41702347598216,8.29977,2015-11-24,3A11
19588,-117.34907690732987,-120.62859818392562,9.05097,2015-11-24,3A11
19589,-117.05120821505793,-120.7396763001643,9.87015,2015-11-24,3A11
19590,-116.56684345081386,-120.5098796210266,10.7635,2015-11-24,3A11
19591,-115.93158564529145,-120.09169841124888,11.7377,2015-11-24,3A11
19592,-114.96924779194028,-119.845639281302,12.8,2015-11-24,3A11
19593,-113.69506321231712,-118.9110568293384,13.9585,2015-11-24,3A11
19594,-112.34509327709465,-117.35012093666911,15.2219,2015-11-24,3A11
19595,-111.92897717183351,-116.78055802289734,16.5995,2015-11-24,3A11
19596,-111.68301231742385,-116.41081870040256,18.1019,2015-11-24,3A11
19597,-110.3878234798008,-114.95955113937526,19.7403,2015-11-24,3A11
19598,-100.87046905170867,-105.28984777511292,21.5269,2015-11-24,3A11
19599,-67.03765366469246,-71.30690260086267,23.4753,2015-11-24,3A11
19600,-40.63688525436857,-40.63682355224091,0.0052556,2015-11-25,3A11
19601,-41.280905595180016,-40.83870985049916,0.00573128,2015-11-25,3A11
19602,-42.033472803562695,-41.59127705888183,0.00625,2015-11-25,3A11
19603,-42.8479966717627,-42.71574773559249,0.00681567,2015-11-25,3A11
19604,-43.600571349842305,-43.4683224136721,0.00743254,2015-11-25,3A11
19605,-44.4554202081773,-44.217105314560285,0.00810525,2015-11-25,3A11
19606,-45.32841946325779,-45.27337265474715,0.00883883,2015-11-25,3A11
19607,-46.08100078663802,-46.02595397812739,0.00963882,2015-11-25,3A11
19608,-46.880496019496746,-46.65932155141165,0.0105112,2015-11-25,3A11
19609,-47.853958465363654,-47.596641444087055,0.0114626,2015-11-25,3A11
19610,-48.68427967932889,-48.553275424009726,0.0125,2015-11-25,3A11
19611,-49.603738273235,-49.407123379618,0.0136313,2015-11-25,3A11
19612,-50.36672599740998,-50.169334508048266,0.0148651,2015-11-25,3A11
19613,-51.14928752646582,-51.02930667540198,0.0162105,2015-11-25,3A11
19614,-51.994068498197386,-51.79708977479315,0.0176777,2015-11-25,3A11
19615,-52.76357562431812,-52.672341581764925,0.0192776,2015-11-25,3A11
19616,-53.63213524103209,-53.6331267303938,0.0210224,2015-11-25,3A11
19617,-54.52786698363996,-54.350807409171864,0.0229251,2015-11-25,3A11
19618,-55.45526092865536,-55.50058007759152,0.025,2015-11-25,3A11
19619,-56.32410835965118,-56.12535729582139,0.0272627,2015-11-25,3A11
19620,-57.33237454799153,-57.075840505438336,0.0297302,2015-11-25,3A11
19621,-58.51198094055253,-58.274610727786595,0.032421,2015-11-25,3A11
19622,-59.472367991770135,-59.24287650240845,0.0353553,2015-11-25,3A11
19623,-60.607054722874416,-60.29406961649143,0.0385553,2015-11-25,3A11
19624,-61.83748952640564,-61.3140342072567,0.0420448,2015-11-25,3A11
19625,-63.154308845979465,-62.470915228958205,0.0458502,2015-11-25,3A11
19626,-64.48255532847959,-63.87509362635194,0.05,2015-11-25,3A11
19627,-65.82087056044992,-65.24647481576906,0.0545254,2015-11-25,3A11
19628,-67.12695690307564,-66.55725477541606,0.0594604,2015-11-25,3A11
19629,-68.59652640315296,-68.1789306584721,0.064842,2015-11-25,3A11
19630,-70.00743770366529,-69.44691004409083,0.0707107,2015-11-25,3A11
19631,-71.42843565638289,-70.99128246489352,0.0771105,2015-11-25,3A11
19632,-72.8512737156451,-72.36176094968765,0.0840896,2015-11-25,3A11
19633,-74.31819905514905,-73.71834586365969,0.0917004,2015-11-25,3A11
19634,-75.72422927305001,-75.03482501773088,0.1,2015-11-25,3A11
19635,-77.13317080103435,-76.4672239925237,0.109051,2015-11-25,3A11
19636,-78.56918009815408,-77.97599924709024,0.118921,2015-11-25,3A11
19637,-79.9376387269619,-79.23805149291934,0.129684,2015-11-25,3A11
19638,-81.2330630110192,-80.61769279825324,0.141421,2015-11-25,3A11
19639,-82.53175508408205,-81.94277423301821,0.154221,2015-11-25,3A11
19640,-83.81559383247887,-83.31010447077674,0.168179,2015-11-25,3A11
19641,-85.18075066841956,-84.76605279607912,0.183401,2015-11-25,3A11
19642,-86.51433618022894,-86.1254383078885,0.2,2015-11-25,3A11
19643,-87.83481441132912,-87.3679995177121,0.218102,2015-11-25,3A11
19644,-89.1008929246538,-88.6115524991219,0.237841,2015-11-25,3A11
19645,-90.37362026155942,-90.01895430411261,0.259368,2015-11-25,3A11
19646,-91.62537456878812,-91.22301499432,0.282843,2015-11-25,3A11
19647,-92.83239722803117,-92.45235254718013,0.308442,2015-11-25,3A11
19648,-94.05334210933178,-93.7217399816722,0.336359,2015-11-25,3A11
19649,-95.2296672094427,-94.90830125199588,0.366802,2015-11-25,3A11
19650,-96.39703367768641,-96.0754826138566,0.4,2015-11-25,3A11
19651,-97.55091276526015,-97.23794680781332,0.436203,2015-11-25,3A11
19652,-98.6682743320344,-98.41174880011954,0.475683,2015-11-25,3A11
19653,-99.76197004473546,-99.54658706601204,0.518736,2015-11-25,3A11
19654,-100.85090309084676,-100.63626479297444,0.565685,2015-11-25,3A11
19655,-101.93220105196649,-101.73653722217928,0.616884,2015-11-25,3A11
19656,-102.9936370074042,-102.85432424144678,0.672717,2015-11-25,3A11
19657,-104.04846937508647,-103.9058246942354,0.733603,2015-11-25,3A11
19658,-105.09317150023209,-105.00690341512568,0.8,2015-11-25,3A11
19659,-106.13920406037,-106.10851469866785,0.872406,2015-11-25,3A11
19660,-107.18681690525456,-107.13091903291412,0.951366,2015-11-25,3A11
19661,-108.25074512901216,-108.17544087369302,1.03747,2015-11-25,3A11
19662,-109.29308728376006,-109.22378941141965,1.13137,2015-11-25,3A11
19663,-110.32726773652153,-110.25159326843644,1.23377,2015-11-25,3A11
19664,-111.36403324212839,-111.44045664638372,1.34543,2015-11-25,3A11
19665,-112.37054526234483,-112.49590909213204,1.46721,2015-11-25,3A11
19666,-113.34580429130936,-113.39854684450086,1.6,2015-11-25,3A11
19667,-114.27216436839612,-114.37528138967272,1.74481,2015-11-25,3A11
19668,-115.13115996131707,-115.23190251450858,1.90273,2015-11-25,3A11
19669,-115.91701315067523,-116.05248974641992,2.07494,2015-11-25,3A11
19670,-116.63951326559153,-116.84280688261283,2.26274,2015-11-25,3A11
19671,-117.28888959184758,-117.45447682589013,2.46754,2015-11-25,3A11
19672,-117.87878979637078,-118.04441107296654,2.69087,2015-11-25,3A11
19673,-118.42523237618708,-118.60993450384667,2.93441,2015-11-25,3A11
19674,-118.92432707999338,-119.15765048424868,3.2,2015-11-25,3A11
19675,-119.40855538759799,-119.7030213450448,3.48962,2015-11-25,3A11
19676,-119.86853277702723,-120.24243064936766,3.80546,2015-11-25,3A11
19677,-120.32062632831312,-120.70619228575993,4.14989,2015-11-25,3A11
19678,-120.7519334136572,-121.14899086046572,4.52548,2015-11-25,3A11
19679,-121.15731190705789,-121.55393956663238,4.93507,2015-11-25,3A11
19680,-121.54545163258868,-121.98436865386527,5.38174,2015-11-25,3A11
19681,-121.91296150152469,-122.37593809726935,5.86883,2015-11-25,3A11
19682,-122.25695765356619,-122.71747467484278,6.4,2015-11-25,3A11
19683,-122.56385159007155,-123.03614946241198,6.97925,2015-11-25,3A11
19684,-122.82863440368139,-123.32378333985162,7.61093,2015-11-25,3A11
19685,-123.0356362419396,-123.50112347598214,8.29977,2015-11-25,3A11
19686,-123.19012158818094,-123.67859818392564,9.05097,2015-11-25,3A11
19687,-123.19899970441965,-123.6754763001643,9.87015,2015-11-25,3A11
19688,-123.25527536570746,-123.7960796210266,10.7635,2015-11-25,3A11
19689,-123.25407500699353,-123.81689841124889,11.7377,2015-11-25,3A11
19690,-123.09780523874883,-123.766339281302,12.8,2015-11-25,3A11
19691,-122.82269299955115,-123.4056568293384,13.9585,2015-11-25,3A11
19692,-122.37235497922231,-122.77692093666911,15.2219,2015-11-25,3A11
19693,-122.34561334204628,-122.85315802289732,16.5995,2015-11-25,3A11
19694,-122.37829529614726,-122.78821870040258,18.1019,2015-11-25,3A11
19695,-121.46003837341782,-121.95125113937526,19.7403,2015-11-25,3A11
19696,-112.21344139213419,-112.68204777511292,21.5269,2015-11-25,3A11
19697,-78.6774089838414,-79.21810260086266,23.4753,2015-11-25,3A11
19698,-42.944908658623895,-42.33792355224091,0.0052556,2015-11-26,3A11
19699,-43.92020985049916,-43.82700985049917,0.00573128,2015-11-26,3A11
19700,-44.67277705888184,-44.57957705888184,0.00625,2015-11-26,3A11
19701,-45.48954348027334,-44.91844773559248,0.00681567,2015-11-26,3A11
19702,-46.242118158352945,-45.67102241367209,0.00743254,2015-11-26,3A11
19703,-47.078056378390066,-46.79020531456028,0.00810525,2015-11-26,3A11
19704,-48.28768754836418,-47.77037265474715,0.00883883,2015-11-26,3A11
19705,-49.040268871744416,-48.52295397812739,0.00963882,2015-11-26,3A11
19706,-49.94551516843292,-49.62182155141164,0.0105112,2015-11-26,3A11
19707,-51.174279741959396,-50.71254144408705,0.0114626,2015-11-26,3A11
19708,-52.143573296350155,-51.56287542400973,0.0125,2015-11-26,3A11
19709,-53.37914252855416,-52.619323379617995,0.0136313,2015-11-26,3A11
19710,-54.29798769953763,-53.757334508048274,0.0148651,2015-11-26,3A11
19711,-55.79974497327435,-55.235706675401985,0.0162105,2015-11-26,3A11
19712,-56.95905998755911,-56.520689774793155,0.0176777,2015-11-26,3A11
19713,-57.86954370942452,-57.46574158176493,0.0192776,2015-11-26,3A11
19714,-59.17197779422358,-58.39622673039379,0.0210224,2015-11-26,3A11
19715,-60.38644357938464,-59.455707409171865,0.0229251,2015-11-26,3A11
19716,-61.60122901376175,-60.64998007759152,0.025,2015-11-26,3A11
19717,-62.82540835965116,-61.74615729582139,0.0272627,2015-11-26,3A11
19718,-64.01232135650217,-63.10304050543834,0.0297302,2015-11-26,3A11
19719,-65.29555115331851,-64.43211072778658,0.032421,2015-11-26,3A11
19720,-66.38643820453612,-65.44717650240844,0.0353553,2015-11-26,3A11
19721,-67.54128451010843,-66.79386961649143,0.0385553,2015-11-26,3A11
19722,-68.85750654768223,-68.0962342072567,0.0420448,2015-11-26,3A11
19723,-70.11159608002204,-69.2920152289582,0.0458502,2015-11-26,3A11
19724,-71.35681277528812,-70.79069362635194,0.05,2015-11-26,3A11
19725,-72.5587960923648,-71.91367481576907,0.0545254,2015-11-26,3A11
19726,-73.80430796690543,-72.88075477541605,0.0594604,2015-11-26,3A11
19727,-75.2292966159189,-74.7146306584721,0.064842,2015-11-26,3A11
19728,-76.36112493770784,-75.91851004409082,0.0707107,2015-11-26,3A11
19729,-77.62233778404246,-77.34528246489353,0.0771105,2015-11-26,3A11
19730,-78.82047797096425,-78.58966094968766,0.0840896,2015-11-26,3A11
19731,-80.05377990621288,-79.7442458636597,0.0917004,2015-11-26,3A11
19732,-81.30648671985854,-81.11812501773088,0.1,2015-11-26,3A11
19733,-82.50421548188541,-82.3824239925237,0.109051,2015-11-26,3A11
19734,-83.64238009815408,-83.61489924709025,0.118921,2015-11-26,3A11
19735,-84.7670876631321,-84.70205149291934,0.129684,2015-11-26,3A11
19736,-85.94687364931707,-86.11579279825324,0.141421,2015-11-26,3A11
19737,-87.10681891386928,-87.28397423301821,0.154221,2015-11-26,3A11
19738,-88.252098087798,-88.54560447077674,0.168179,2015-11-26,3A11
19739,-89.44291024288765,-89.72075279607913,0.183401,2015-11-26,3A11
19740,-90.57389362703745,-90.7892383078885,0.2,2015-11-26,3A11
19741,-91.74541015600994,-91.9176995177121,0.218102,2015-11-26,3A11
19742,-92.88525249912195,-93.09775249912192,0.237841,2015-11-26,3A11
19743,-94.01250111262324,-94.28565430411264,0.259368,2015-11-26,3A11
19744,-95.11476180283066,-95.29581499432,0.282843,2015-11-26,3A11
19745,-96.18833127058434,-96.3823525471801,0.308442,2015-11-26,3A11
19746,-97.27516551358711,-97.38473998167224,0.336359,2015-11-26,3A11
19747,-98.29430337965543,-98.40880125199588,0.366802,2015-11-26,3A11
19748,-99.32836772023957,-99.4262826138566,0.4,2015-11-26,3A11
19749,-100.28055531845165,-100.29864680781333,0.436203,2015-11-26,3A11
19750,-101.24905731075782,-101.29194880011954,0.475683,2015-11-26,3A11
19751,-102.19055727877799,-102.28128706601206,0.518736,2015-11-26,3A11
19752,-103.10682223978294,-103.17486479297445,0.565685,2015-11-26,3A11
19753,-104.01136275409414,-104.10513722217924,0.616884,2015-11-26,3A11
19754,-104.90064339038295,-104.93852424144676,0.672717,2015-11-26,3A11
19755,-105.75603107721412,-105.82742469423542,0.733603,2015-11-26,3A11
19756,-106.578841712998,-106.6742034151257,0.8,2015-11-26,3A11
19757,-107.34602320930614,-107.42231469866786,0.872406,2015-11-26,3A11
19758,-108.05400839461625,-108.22781903291413,0.951366,2015-11-26,3A11
19759,-108.65213023539516,-108.98534087369302,1.03747,2015-11-26,3A11
19760,-109.2116447305686,-109.61788941141964,1.13137,2015-11-26,3A11
19761,-109.67786560886199,-110.16579326843645,1.23377,2015-11-26,3A11
19762,-110.08200771021347,-110.82055664638372,1.34543,2015-11-26,3A11
19763,-110.40584100702567,-111.26870909213204,1.46721,2015-11-26,3A11
19764,-110.67199578067107,-111.50124684450086,1.6,2015-11-26,3A11
19765,-110.85986649605567,-111.70578138967272,1.74481,2015-11-26,3A11
19766,-110.9661833655724,-111.77860251450858,1.90273,2015-11-26,3A11
19767,-111.01986208684545,-111.65578974641991,2.07494,2015-11-26,3A11
19768,-110.98611539325114,-111.50610688261284,2.26274,2015-11-26,3A11
19769,-110.90762788971992,-111.25897682589012,2.46754,2015-11-26,3A11
19770,-110.78615788147717,-110.96071107296652,2.69087,2015-11-26,3A11
19771,-110.6328749293786,-110.64253450384668,2.93441,2015-11-26,3A11
19772,-110.45578452680188,-110.24655048424869,3.2,2015-11-26,3A11
19773,-110.26478091951289,-109.8303213450448,3.48962,2015-11-26,3A11
19774,-110.09488384085702,-109.46433064936764,3.80546,2015-11-26,3A11
19775,-109.93737313682375,-109.19269228575992,4.14989,2015-11-26,3A11
19776,-109.80484405195507,-108.96439086046573,4.52548,2015-11-26,3A11
19777,-109.68965871556856,-108.76793956663238,4.93507,2015-11-26,3A11
19778,-109.58596652620574,-108.68236865386528,5.38174,2015-11-26,3A11
19779,-109.50174873556723,-108.66853809726938,5.86883,2015-11-26,3A11
19780,-109.4378810578215,-108.73477467484278,6.4,2015-11-26,3A11
19781,-109.40452180283754,-108.86174946241198,6.97925,2015-11-26,3A11
19782,-109.34938759517077,-109.0700833398516,7.61093,2015-11-26,3A11
19783,-109.26739581640766,-109.24482347598214,8.29977,2015-11-26,3A11
19784,-109.09129392860652,-109.42699818392563,9.05097,2015-11-26,3A11
19785,-108.67809970441962,-109.36187630016433,9.87015,2015-11-26,3A11
19786,-107.96926685506914,-108.9834796210266,10.7635,2015-11-26,3A11
19787,-106.96351330486588,-108.09959841124888,11.7377,2015-11-26,3A11
19788,-105.58854566428074,-106.436939281302,12.8,2015-11-26,3A11
19789,-103.590173850615,-104.1369568293384,13.9585,2015-11-26,3A11
19790,-101.51418476645635,-101.80972093666912,15.2219,2015-11-26,3A11
19791,-100.80248993779098,-100.99785802289732,16.5995,2015-11-26,3A11
19792,-100.35662933870046,-100.50811870040258,18.1019,2015-11-26,3A11
19793,-98.83930858618382,-98.93335113937526,19.7403,2015-11-26,3A11
19794,-89.10595415809166,-89.10454777511293,21.5269,2015-11-26,3A11
19795,-55.06851111150095,-54.95770260086267,23.4753,2015-11-26,3A11
19796,-45.584883126708995,-45.458123552240906,0.0052556,2015-11-27,3A11
19797,-46.4622481483715,-46.32120985049916,0.00573128,2015-11-27,3A11
19798,-47.21481535675419,-47.07377705888183,0.00625,2015-11-27,3A11
19799,-48.39317965048609,-48.39134773559249,0.00681567,2015-11-27,3A11
19800,-49.1457543285657,-49.1439224136721,0.00743254,2015-11-27,3A11
19801,-50.269226591156034,-50.22420531456028,0.00810525,2015-11-27,3A11
19802,-51.88895563347056,-51.75207265474715,0.00883883,2015-11-27,3A11
19803,-52.64153695685079,-52.50465397812739,0.00963882,2015-11-27,3A11
19804,-53.653549210986114,-53.54032155141165,0.0105112,2015-11-27,3A11
19805,-55.202322295150886,-55.54514144408706,0.0114626,2015-11-27,3A11
19806,-56.19469670060546,-56.33687542400973,0.0125,2015-11-27,3A11
19807,-57.53382125195843,-57.64962337961799,0.0136313,2015-11-27,3A11
19808,-58.54604514634614,-58.68063450804827,0.0148651,2015-11-27,3A11
19809,-60.07846199455092,-60.13820667540199,0.0162105,2015-11-27,3A11
19810,-61.30768764713358,-61.36578977479315,0.0176777,2015-11-27,3A11
19811,-62.24339051793515,-62.19474158176493,0.0192776,2015-11-27,3A11
19812,-63.64503949635125,-63.745426730393795,0.0210224,2015-11-27,3A11
19813,-65.04153294108679,-65.15760740917187,0.0229251,2015-11-27,3A11
19814,-66.32540986482556,-66.42058007759152,0.025,2015-11-27,3A11
19815,-67.52695091284266,-67.67375729582139,0.0272627,2015-11-27,3A11
19816,-68.6544426330979,-68.89674050543833,0.0297302,2015-11-27,3A11
19817,-69.96633625970148,-70.09901072778658,0.032421,2015-11-27,3A11
19818,-71.08704884283397,-71.20997650240844,0.0353553,2015-11-27,3A11
19819,-72.15116110585312,-72.31926961649143,0.0385553,2015-11-27,3A11
19820,-73.28685122853331,-73.35843420725669,0.0420448,2015-11-27,3A11
19821,-74.343366292788,-74.4724152289582,0.0458502,2015-11-27,3A11
19822,-75.45563405188385,-75.40849362635194,0.05,2015-11-27,3A11
19823,-76.50084077321588,-76.49547481576906,0.0545254,2015-11-27,3A11
19824,-77.48545477541606,-77.53055477541606,0.0594604,2015-11-27,3A11
19825,-78.56002427549339,-78.7116306584721,0.064842,2015-11-27,3A11
19826,-79.50472493770785,-79.68651004409082,0.0707107,2015-11-27,3A11
19827,-80.51899097553182,-80.67118246489352,0.0771105,2015-11-27,3A11
19828,-81.51979924755999,-81.72306094968765,0.0840896,2015-11-27,3A11
19829,-82.55590118280863,-82.7244458636597,0.0917004,2015-11-27,3A11
19830,-83.55772289007132,-83.73522501773088,0.1,2015-11-27,3A11
19831,-84.57500484358754,-84.6188239925237,0.109051,2015-11-27,3A11
19832,-85.63559286411153,-85.68149924709024,0.118921,2015-11-27,3A11
19833,-86.63590893972786,-86.65085149291934,0.129684,2015-11-27,3A11
19834,-87.65496513867876,-87.60529279825323,0.141421,2015-11-27,3A11
19835,-88.69727848833736,-88.72217423301822,0.154221,2015-11-27,3A11
19836,-89.73132361971291,-89.81700447077674,0.168179,2015-11-27,3A11
19837,-90.77604428544082,-90.67185279607912,0.183401,2015-11-27,3A11
19838,-91.81767022278214,-91.7834383078885,0.2,2015-11-27,3A11
19839,-92.88305058154188,-92.86949951771209,0.218102,2015-11-27,3A11
19840,-93.9308461161432,-93.95455249912192,0.237841,2015-11-27,3A11
19841,-94.95778196368707,-94.9509543041126,0.259368,2015-11-27,3A11
19842,-95.97779584538385,-95.97241499432002,0.282843,2015-11-27,3A11
19843,-96.94396744079712,-97.00885254718013,0.308442,2015-11-27,3A11
19844,-97.92465274762965,-97.98133998167222,0.336359,2015-11-27,3A11
19845,-98.89500763497462,-99.03730125199588,0.366802,2015-11-27,3A11
19846,-99.84513793300555,-99.9444826138566,0.4,2015-11-27,3A11
19847,-100.77870638228144,-100.79864680781333,0.436203,2015-11-27,3A11
19848,-101.67118709799186,-101.72924880011954,0.475683,2015-11-27,3A11
19849,-102.62688068303332,-102.69188706601204,0.518736,2015-11-27,3A11
19850,-103.56057117595317,-103.67416479297442,0.565685,2015-11-27,3A11
19851,-104.49226700941328,-104.63783722217926,0.616884,2015-11-27,3A11
19852,-105.44965190102123,-105.58692424144678,0.672717,2015-11-27,3A11
19853,-106.37893958785239,-106.5444246942354,0.733603,2015-11-27,3A11
19854,-107.3171949044874,-107.4643034151257,0.8,2015-11-27,3A11
19855,-108.25488703909339,-108.56141469866785,0.872406,2015-11-27,3A11
19856,-109.18013605419074,-109.57601903291412,0.951366,2015-11-27,3A11
19857,-110.07486427794832,-110.349940873693,1.03747,2015-11-27,3A11
19858,-110.96650004971754,-111.32368941141964,1.13137,2015-11-27,3A11
19859,-111.83046135354283,-112.31269326843643,1.23377,2015-11-27,3A11
19860,-112.64208005063901,-113.2993566463837,1.34543,2015-11-27,3A11
