,mean_power,median_power,frequency,time,station
25616,-104.67310769187027,-104.43759279825323,0.141421,2016-03-05,2A07
25617,-104.51894657344373,-104.5047742330182,0.154221,2016-03-05,2A07
25618,-104.84455766226606,-104.80740447077672,0.168179,2016-03-05,2A07
25619,-105.34994641310037,-105.25115279607914,0.183401,2016-03-05,2A07
25620,-105.97090213767574,-105.7447383078885,0.2,2016-03-05,2A07
25621,-106.89036760281846,-106.7083995177121,0.218102,2016-03-05,2A07
25622,-108.2455056906113,-108.1346524991219,0.237841,2016-03-05,2A07
25623,-109.66239047432538,-109.66235430411264,0.259368,2016-03-05,2A07
25624,-110.87631924963915,-110.92331499432002,0.282843,2016-03-05,2A07
25625,-112.17520786632903,-112.1188525471801,0.308442,2016-03-05,2A07
25626,-113.35550593911901,-113.05023998167222,0.336359,2016-03-05,2A07
25627,-114.41853103922992,-114.09840125199588,0.366802,2016-03-05,2A07
25628,-115.38111878406936,-115.1411826138566,0.4,2016-03-05,2A07
25629,-116.25922978653672,-115.96974680781334,0.436203,2016-03-05,2A07
25630,-117.10936156607697,-116.89064880011954,0.475683,2016-03-05,2A07
25631,-117.97386153409714,-117.78458706601204,0.518736,2016-03-05,2A07
25632,-118.97681160148504,-118.91616479297444,0.565685,2016-03-05,2A07
25633,-120.04298403068987,-120.02643722217924,0.616884,2016-03-05,2A07
25634,-121.17952211378723,-121.31502424144678,0.672717,2016-03-05,2A07
25635,-122.30828852402266,-122.5043246942354,0.733603,2016-03-05,2A07
25636,-123.51876511725332,-123.76530341512569,0.8,2016-03-05,2A07
25637,-124.71484661356149,-125.26201469866784,0.872406,2016-03-05,2A07
25638,-125.9294466924886,-126.56001903291413,0.951366,2016-03-05,2A07
25639,-127.13897704390578,-127.935040873693,1.03747,2016-03-05,2A07
25640,-128.17274685822815,-129.29298941141963,1.13137,2016-03-05,2A07
25641,-129.17638475779816,-130.39659326843642,1.23377,2016-03-05,2A07
25642,-130.07706728468156,-131.3250566463837,1.34543,2016-03-05,2A07
25643,-130.94665802830227,-132.18460909213204,1.46721,2016-03-05,2A07
25644,-131.8424702487562,-132.94274684450087,1.6,2016-03-05,2A07
25645,-132.57737926201312,-133.56828138967273,1.74481,2016-03-05,2A07
25646,-133.1832471953596,-134.33320251450857,1.90273,2016-03-05,2A07
25647,-133.8142918740795,-134.7095897464199,2.07494,2016-03-05,2A07
25648,-134.4625707124001,-135.02760688261284,2.26274,2016-03-05,2A07
25649,-135.02763640035823,-135.4365768258901,2.46754,2016-03-05,2A07
25650,-135.40279405168994,-135.71211107296654,2.69087,2016-03-05,2A07
25651,-135.70292599320837,-136.23033450384668,2.93441,2016-03-05,2A07
25652,-135.85404729275933,-136.30695048424866,3.2,2016-03-05,2A07
25653,-135.9336613450448,-136.3447213450448,3.48962,2016-03-05,2A07
25654,-135.91432511745276,-135.77753064936766,3.80546,2016-03-05,2A07
25655,-135.74652951980246,-135.96099228575991,4.14989,2016-03-05,2A07
25656,-135.39787745621038,-135.88699086046572,4.52548,2016-03-05,2A07
25657,-134.95847190705788,-135.98893956663238,4.93507,2016-03-05,2A07
25658,-134.2955775900355,-135.70966865386526,5.38174,2016-03-05,2A07
25659,-133.2314019270566,-134.63513809726936,5.86883,2016-03-05,2A07
25660,-132.14179595143852,-133.5731746748428,6.4,2016-03-05,2A07
25661,-131.04206222836945,-132.738949462412,6.97925,2016-03-05,2A07
25662,-129.96785355261758,-131.6353833398516,7.61093,2016-03-05,2A07
25663,-128.86200007172687,-130.6606234759821,8.29977,2016-03-05,2A07
25664,-127.50063648179798,-129.56709818392562,9.05097,2016-03-05,2A07
25665,-126.25999757676003,-128.48187630016432,9.87015,2016-03-05,2A07
25666,-124.78354557847338,-127.1197796210266,10.7635,2016-03-05,2A07
25667,-123.17648138997228,-125.74149841124888,11.7377,2016-03-05,2A07
25668,-120.89514991959987,-123.647439281302,12.8,2016-03-05,2A07
25669,-117.84100363784903,-119.0910568293384,13.9585,2016-03-05,2A07
25670,-114.89727412815847,-113.94322093666912,15.2219,2016-03-05,2A07
25671,-114.06941334204625,-113.28455802289731,16.5995,2016-03-05,2A07
25672,-113.5953399769983,-112.72271870040258,18.1019,2016-03-05,2A07
25673,-112.00052773511996,-111.03555113937526,19.7403,2016-03-05,2A07
25674,-102.18344990277248,-101.07714777511292,21.5269,2016-03-05,2A07
25675,-68.00493877107543,-66.68470260086266,23.4753,2016-03-05,2A07
25676,-97.54948525436859,-97.51272355224091,0.0052556,2016-03-09,2A07
25677,-98.20781836113746,-98.34750985049916,0.00573128,2016-03-09,2A07
25678,-98.96038556952011,-99.10007705888184,0.00625,2016-03-09,2A07
25679,-99.8492966717627,-99.99124773559248,0.00681567,2016-03-09,2A07
25680,-100.60187134984233,-100.74382241367208,0.00743254,2016-03-09,2A07
25681,-101.4421287188156,-101.50680531456028,0.00810525,2016-03-09,2A07
25682,-102.46227903772589,-102.43647265474716,0.00883883,2016-03-09,2A07
25683,-103.2148603611061,-103.1890539781274,0.00963882,2016-03-09,2A07
25684,-104.22403006204993,-104.18122155141164,0.0105112,2016-03-09,2A07
25685,-105.38045633770408,-105.26404144408706,0.0114626,2016-03-09,2A07
25686,-106.28603499847779,-106.23127542400974,0.0125,2016-03-09,2A07
25687,-107.38410274132012,-107.487623379618,0.0136313,2016-03-09,2A07
25688,-108.32643727400571,-108.31033450804829,0.0148651,2016-03-09,2A07
25689,-109.52867242008283,-109.496206675402,0.0162105,2016-03-09,2A07
25690,-110.47578211521869,-110.23998977479314,0.0176777,2016-03-09,2A07
25691,-111.25151115623301,-111.12474158176494,0.0192776,2016-03-09,2A07
25692,-112.13079545379807,-111.8571267303938,0.0210224,2016-03-09,2A07
25693,-113.08512932406552,-112.80540740917186,0.0229251,2016-03-09,2A07
25694,-113.98973220525109,-113.66198007759152,0.025,2016-03-09,2A07
25695,-114.86542367880013,-114.54175729582138,0.0272627,2016-03-09,2A07
25696,-115.70806412245958,-115.50124050543832,0.0297302,2016-03-09,2A07
25697,-116.6377049831057,-116.4203107277866,0.032421,2016-03-09,2A07
25698,-117.55059586411058,-117.34247650240845,0.0353553,2016-03-09,2A07
25699,-118.43550642500207,-118.15506961649145,0.0385553,2016-03-09,2A07
25700,-119.40281080300139,-119.0965342072567,0.0420448,2016-03-09,2A07
25701,-120.34864310129865,-120.0190152289582,0.0458502,2016-03-09,2A07
25702,-121.28079745613915,-120.98238362635196,0.05,2016-03-09,2A07
25703,-122.28090460300311,-122.08018481576909,0.0545254,2016-03-09,2A07
25704,-123.25982413711819,-123.04295477541606,0.0594604,2016-03-09,2A07
25705,-124.25216789251463,-124.0061806584721,0.064842,2016-03-09,2A07
25706,-125.24785004409085,-125.07221004409084,0.0707107,2016-03-09,2A07
25707,-126.24264714574457,-126.15357246489351,0.0771105,2016-03-09,2A07
25708,-126.62452243904937,-126.68050094968766,0.0840896,2016-03-09,2A07
25709,-124.84038075727672,-124.91054586365968,0.0917004,2016-03-09,2A07
25710,-122.66553352836917,-122.67012501773088,0.1,2016-03-09,2A07
25711,-121.28420271592795,-121.4118239925237,0.109051,2016-03-09,2A07
25712,-120.02051201304768,-120.06619924709024,0.118921,2016-03-09,2A07
25713,-118.40227489717466,-118.23165149291934,0.129684,2016-03-09,2A07
25714,-117.60341620250857,-117.49089279825324,0.141421,2016-03-09,2A07
25715,-117.72022316918839,-117.5133742330182,0.154221,2016-03-09,2A07
25716,-118.01382787503204,-117.84350447077674,0.168179,2016-03-09,2A07
25717,-118.57671875352594,-118.52225279607912,0.183401,2016-03-09,2A07
25718,-118.91825320150554,-118.9160383078885,0.2,2016-03-09,2A07
25719,-118.81721015600992,-118.83439951771209,0.218102,2016-03-09,2A07
25720,-118.48469079699427,-118.32185249912192,0.237841,2016-03-09,2A07
25721,-118.69559260198498,-118.44565430411262,0.259368,2016-03-09,2A07
25722,-119.24902137729876,-119.04741499432002,0.282843,2016-03-09,2A07
25723,-119.74575893015886,-119.46425254718012,0.308442,2016-03-09,2A07
25724,-120.22842296039562,-119.75613998167222,0.336359,2016-03-09,2A07
25725,-120.59653954986824,-120.08220125199588,0.366802,2016-03-09,2A07
25726,-120.97301027343109,-120.4864826138566,0.4,2016-03-09,2A07
25727,-121.58478510568567,-121.18204680781334,0.436203,2016-03-09,2A07
25728,-122.34538071501315,-121.93864880011954,0.475683,2016-03-09,2A07
25729,-123.22892536388436,-122.88068706601204,0.518736,2016-03-09,2A07
25730,-124.21616053765528,-123.94696479297444,0.565685,2016-03-09,2A07
25731,-125.30126275409413,-124.99433722217924,0.616884,2016-03-09,2A07
25732,-126.52869445421273,-126.27142424144678,0.672717,2016-03-09,2A07
25733,-127.8863012899801,-127.5865246942354,0.733603,2016-03-09,2A07
25734,-129.4461672449129,-129.0507034151257,0.8,2016-03-09,2A07
25735,-131.10020193271043,-130.63061469866784,0.872406,2016-03-09,2A07
25736,-132.89372754355242,-132.36521903291413,0.951366,2016-03-09,2A07
25737,-134.65076427794838,-134.135040873693,1.03747,2016-03-09,2A07
25738,-136.19821919865367,-135.72008941141962,1.13137,2016-03-09,2A07
25739,-137.58138901311727,-137.26709326843644,1.23377,2016-03-09,2A07
25740,-138.87692047617097,-138.7046566463837,1.34543,2016-03-09,2A07
25741,-140.20849845383418,-140.11260909213203,1.46721,2016-03-09,2A07
25742,-141.49945109982002,-141.50144684450086,1.6,2016-03-09,2A07
25743,-142.6438516024387,-142.6514813896727,1.74481,2016-03-09,2A07
25744,-143.6450088974873,-143.75380251450858,1.90273,2016-03-09,2A07
25745,-144.61042166131352,-144.89308974641992,2.07494,2016-03-09,2A07
25746,-145.60845369112346,-146.15160688261284,2.26274,2016-03-09,2A07
25747,-146.65334065567734,-147.25687682589012,2.46754,2016-03-09,2A07
25748,-147.25977064743466,-148.16811107296652,2.69087,2016-03-09,2A07
25749,-147.44364067405948,-148.5380345038467,2.93441,2016-03-09,2A07
25750,-147.46291665446145,-148.52796048424867,3.2,2016-03-09,2A07
25751,-147.24281262164055,-148.3092313450448,3.48962,2016-03-09,2A07
25752,-146.90535660681445,-147.96067064936764,3.80546,2016-03-09,2A07
25753,-146.3037448389514,-147.46909228575993,4.14989,2016-03-09,2A07
25754,-145.3328397966359,-146.5579008604657,4.52548,2016-03-09,2A07
25755,-144.16328020493026,-145.64509956663238,4.93507,2016-03-09,2A07
25756,-142.4855935474823,-143.89206865386527,5.38174,2016-03-09,2A07
25757,-140.27513554407787,-141.87423809726937,5.86883,2016-03-09,2A07
25758,-138.23708935569385,-139.9652746748428,6.4,2016-03-09,2A07
25759,-136.50823669645456,-138.231449462412,6.97925,2016-03-09,2A07
25760,-135.03588759517072,-136.9484833398516,7.61093,2016-03-09,2A07
25761,-133.6326107100247,-135.59102347598215,8.29977,2016-03-09,2A07
25762,-131.9994258435001,-133.76209818392562,9.05097,2016-03-09,2A07
25763,-130.7640252363345,-132.4235763001643,9.87015,2016-03-09,2A07
25764,-129.52307749336703,-131.0000796210266,10.7635,2016-03-09,2A07
25765,-128.63632394316377,-129.97319841124886,11.7377,2016-03-09,2A07
25766,-127.28262651534457,-128.485639281302,12.8,2016-03-09,2A07
25767,-125.65855682933841,-126.7105568293384,13.9585,2016-03-09,2A07
25768,-124.56528902177551,-125.29482093666913,15.2219,2016-03-09,2A07
25769,-124.16799632076966,-124.71645802289731,16.5995,2016-03-09,2A07
25770,-123.91492933870045,-124.50581870040256,18.1019,2016-03-09,2A07
25771,-122.51831284150292,-123.13815113937528,19.7403,2016-03-09,2A07
25772,-112.98610947724062,-113.64184777511294,21.5269,2016-03-09,2A07
25773,-79.0784579200116,-79.73770260086266,23.4753,2016-03-09,2A07
25774,-97.50470865862391,-97.67302355224092,0.0052556,2016-03-10,2A07
25775,-98.09838644624386,-98.40490985049917,0.00573128,2016-03-10,2A07
25776,-98.85095365462654,-99.15747705888184,0.00625,2016-03-10,2A07
25777,-99.6035285866563,-99.63014773559247,0.00681567,2016-03-10,2A07
25778,-100.35610326473594,-100.3827224136721,0.00743254,2016-03-10,2A07
25779,-101.19997339966669,-101.42460531456028,0.00810525,2016-03-10,2A07
25780,-102.23097903772585,-102.40747265474717,0.00883883,2016-03-10,2A07
25781,-102.98356036110613,-103.1600539781274,0.00963882,2016-03-10,2A07
25782,-103.78566835992227,-103.94242155141164,0.0105112,2016-03-10,2A07
25783,-104.8548308057892,-105.08334144408704,0.0114626,2016-03-10,2A07
25784,-105.57533074315866,-105.89217542400974,0.0125,2016-03-10,2A07
25785,-106.5023799753627,-106.799823379618,0.0136313,2016-03-10,2A07
25786,-107.32051301868657,-107.51363450804828,0.0148651,2016-03-10,2A07
25787,-108.38570263284883,-108.465406675402,0.0162105,2016-03-10,2A07
25788,-109.26057530670809,-109.42008977479315,0.0176777,2016-03-10,2A07
25789,-110.10351073070107,-110.14524158176494,0.0192776,2016-03-10,2A07
25790,-111.03921417720228,-111.1481267303938,0.0210224,2016-03-10,2A07
25791,-111.94644187725702,-112.11950740917187,0.0229251,2016-03-10,2A07
25792,-112.98476880099578,-113.15398007759153,0.025,2016-03-10,2A07
25793,-113.92729793411928,-114.2173572958214,0.0272627,2016-03-10,2A07
25794,-114.84461156926808,-115.12044050543834,0.0297302,2016-03-10,2A07
25795,-115.76882200438236,-115.98351072778658,0.032421,2016-03-10,2A07
25796,-116.57758692794039,-116.68157650240845,0.0353553,2016-03-10,2A07
25797,-117.49398621223612,-117.57866961649142,0.0385553,2016-03-10,2A07
25798,-118.51627697321415,-118.7449342072567,0.0420448,2016-03-10,2A07
25799,-119.50441650555395,-119.7240152289582,0.0458502,2016-03-10,2A07
25800,-120.46139830720298,-120.69969362635194,0.05,2016-03-10,2A07
25801,-121.39730204981163,-121.61607481576908,0.0545254,2016-03-10,2A07
25802,-122.32370264775646,-122.70741477541604,0.0594604,2016-03-10,2A07
25803,-123.28008831804654,-123.7618006584721,0.064842,2016-03-10,2A07
25804,-124.15461600153765,-124.70513004409084,0.0707107,2016-03-10,2A07
25805,-124.84715714574455,-125.55859246489352,0.0771105,2016-03-10,2A07
25806,-125.2072556305387,-125.94064094968763,0.0840896,2016-03-10,2A07
25807,-124.43088671472356,-125.18024586365968,0.0917004,2016-03-10,2A07
25808,-122.20515693262449,-122.79962501773088,0.1,2016-03-10,2A07
25809,-119.33892186486413,-119.5002239925237,0.109051,2016-03-10,2A07
25810,-115.66442477900515,-115.88339924709024,0.118921,2016-03-10,2A07
25811,-111.76819404611084,-111.41885149291934,0.129684,2016-03-10,2A07
25812,-110.04876726633833,-108.69349279825325,0.141421,2016-03-10,2A07
25813,-109.53640614791183,-107.1549742330182,0.154221,2016-03-10,2A07
25814,-109.4001512792874,-106.88920447077672,0.168179,2016-03-10,2A07
25815,-109.50046768969615,-106.97855279607911,0.183401,2016-03-10,2A07
25816,-109.52506809512253,-107.1575383078885,0.2,2016-03-10,2A07
25817,-109.55541015600996,-107.4606995177121,0.218102,2016-03-10,2A07
25818,-109.50914398848363,-107.8924524991219,0.237841,2016-03-10,2A07
25819,-109.64284579347431,-108.44305430411262,0.259368,2016-03-10,2A07
25820,-109.96403839857535,-109.18601499432002,0.282843,2016-03-10,2A07
25821,-110.25838020675458,-110.0049525471801,0.308442,2016-03-10,2A07
25822,-110.59016338592751,-110.50003998167222,0.336359,2016-03-10,2A07
25823,-110.86427997540015,-111.12300125199587,0.366802,2016-03-10,2A07
25824,-111.14789325215449,-111.4190826138566,0.4,2016-03-10,2A07
25825,-111.53685319079209,-111.94994680781336,0.436203,2016-03-10,2A07
25826,-112.01753390650248,-112.75424880011954,0.475683,2016-03-10,2A07
25827,-112.50547217239503,-113.23198706601204,0.518736,2016-03-10,2A07
25828,-113.12742223978294,-114.42956479297442,0.565685,2016-03-10,2A07
25829,-113.84791807324311,-115.73793722217926,0.616884,2016-03-10,2A07
25830,-114.58403700740423,-117.17632424144678,0.672717,2016-03-10,2A07
25831,-115.36190980061836,-118.85742469423542,0.733603,2016-03-10,2A07
25832,-116.212041712998,-120.54710341512568,0.8,2016-03-10,2A07
25833,-117.03932108164656,-122.04701469866784,0.872406,2016-03-10,2A07
25834,-117.98738924568008,-123.44041903291412,0.951366,2016-03-10,2A07
25835,-118.89693023539513,-124.121240873693,1.03747,2016-03-10,2A07
25836,-119.67652983695157,-124.75508941141965,1.13137,2016-03-10,2A07
25837,-120.32672518333003,-124.98749326843642,1.23377,2016-03-10,2A07
25838,-120.92991834851138,-124.4860566463837,1.34543,2016-03-10,2A07
25839,-121.54666441128099,-124.87200909213205,1.46721,2016-03-10,2A07
25840,-122.12391492960727,-125.23574684450084,1.6,2016-03-10,2A07
25841,-122.58105585775786,-125.60298138967272,1.74481,2016-03-10,2A07
25842,-122.89772379110431,-125.71880251450858,1.90273,2016-03-10,2A07
25843,-123.1621812357816,-125.94688974641991,2.07494,2016-03-10,2A07
25844,-123.32738560601712,-126.29410688261284,2.26274,2016-03-10,2A07
25845,-123.42947469823054,-126.63727682589013,2.46754,2016-03-10,2A07
25846,-123.36033022190273,-126.68551107296652,2.69087,2016-03-10,2A07
25847,-123.17233875916581,-126.84813450384668,2.93441,2016-03-10,2A07
25848,-122.9609143140359,-127.28095048424868,3.2,2016-03-10,2A07
25849,-122.69021921738523,-127.5618213450448,3.48962,2016-03-10,2A07
25850,-122.40072213872935,-127.71103064936766,3.80546,2016-03-10,2A07
25851,-122.09144547724928,-128.10169228575992,4.14989,2016-03-10,2A07
25852,-121.78272490301889,-128.51379086046572,4.52548,2016-03-10,2A07
25853,-121.41802680067492,-127.84943956663236,4.93507,2016-03-10,2A07
25854,-120.95651120705675,-126.87756865386528,5.38174,2016-03-10,2A07
25855,-120.40792107599277,-126.40633809726936,5.86883,2016-03-10,2A07
25856,-119.85591084505555,-126.72267467484278,6.4,2016-03-10,2A07
25857,-119.3601749943269,-126.97234946241198,6.97925,2016-03-10,2A07
25858,-118.84641738240482,-126.45348333985162,7.61093,2016-03-10,2A07
25859,-118.237819220663,-126.05852347598214,8.29977,2016-03-10,2A07
25860,-117.45288541796816,-125.49559818392562,9.05097,2016-03-10,2A07
25861,-116.58777204484517,-124.1321763001643,9.87015,2016-03-10,2A07
25862,-115.43397323804788,-123.4248796210266,10.7635,2016-03-10,2A07
25863,-113.86028138997224,-122.30199841124887,11.7377,2016-03-10,2A07
25864,-111.89437332385519,-119.570739281302,12.8,2016-03-10,2A07
25865,-109.5000823612533,-116.2902568293384,13.9585,2016-03-10,2A07
25866,-107.6500400856053,-113.55062093666912,15.2219,2016-03-10,2A07
25867,-107.12966227821649,-112.87315802289731,16.5995,2016-03-10,2A07
25868,-106.70816763657278,-112.33581870040256,18.1019,2016-03-10,2A07
25869,-105.17535752235396,-110.69165113937528,19.7403,2016-03-10,2A07
25870,-95.42860522192147,-100.80404777511292,21.5269,2016-03-10,2A07
25871,-61.426666430649895,-66.62670260086267,23.4753,2016-03-10,2A07
25872,-101.2334850416026,-101.28552355224092,0.0052556,2015-07-06,2A06
25873,-102.37701538241407,-102.34342985049916,0.00573128,2015-07-06,2A06
25874,-103.12958259079673,-103.09599705888184,0.00625,2015-07-06,2A06
25875,-104.20281901218824,-104.13623773559247,0.00681567,2015-07-06,2A06
25876,-104.95539369026783,-104.8888124136721,0.00743254,2015-07-06,2A06
25877,-106.06777403796454,-106.05268531456028,0.00810525,2015-07-06,2A06
25878,-107.6114264845344,-107.61374265474716,0.00883883,2015-07-06,2A06
25879,-108.36400780791463,-108.3663239781274,0.00963882,2015-07-06,2A06
25880,-109.41598240247548,-109.56625155141164,0.0105112,2015-07-06,2A06
25881,-110.93552059302324,-111.02593144408706,0.0114626,2015-07-06,2A06
25882,-111.96867010486076,-112.10546542400974,0.0125,2015-07-06,2A06
25883,-113.39062657110736,-113.435603379618,0.0136313,2015-07-06,2A06
25884,-114.33973961443125,-114.38605450804828,0.0148651,2015-07-06,2A06
25885,-115.87938390944456,-115.765436675402,0.0162105,2015-07-06,2A06
25886,-117.1580244556442,-117.17649977479314,0.0176777,2015-07-06,2A06
25887,-118.03103222006277,-118.01364158176492,0.0192776,2015-07-06,2A06
25888,-119.35101885805338,-119.2610567303938,0.0210224,2015-07-06,2A06
25889,-120.59013804746975,-120.52922740917188,0.0229251,2015-07-06,2A06
25890,-121.74877986482556,-121.74899007759151,0.025,2015-07-06,2A06
25891,-122.93081457241715,-122.9128072958214,0.0272627,2015-07-06,2A06
25892,-124.085831207566,-124.10178050543831,0.0297302,2015-07-06,2A06
25893,-125.35340738736105,-125.4750007277866,0.032421,2015-07-06,2A06
25894,-126.44307124708929,-126.43604650240844,0.0353553,2015-07-06,2A06
25895,-127.57758150372548,-127.60402961649145,0.0385553,2015-07-06,2A06
25896,-128.79340918172477,-128.7845592072567,0.0420448,2015-07-06,2A06
25897,-130.00177723108587,-129.9966142289582,0.0458502,2015-07-06,2A06
25898,-131.13165116699025,-131.05764362635193,0.05,2015-07-06,2A06
25899,-132.15350823725842,-132.10642781576908,0.0545254,2015-07-06,2A06
25900,-133.20381026052243,-133.22230277541607,0.0594604,2015-07-06,2A06
25901,-134.31054663719547,-134.2705706584721,0.064842,2015-07-06,2A06
25902,-135.20039976749507,-135.23897004409082,0.0707107,2015-07-06,2A06
25903,-135.9414176989361,-135.91281246489353,0.0771105,2015-07-06,2A06
25904,-136.21980857245362,-136.13523394968766,0.0840896,2015-07-06,2A06
25905,-135.3904755104682,-135.3137778636597,0.0917004,2015-07-06,2A06
25906,-134.02011820922024,-133.8125650177309,0.1,2015-07-06,2A06
25907,-132.89290271592796,-132.9193639925237,0.109051,2015-07-06,2A06
25908,-131.00137158751576,-131.01493924709024,0.118921,2015-07-06,2A06
25909,-126.82549830142997,-126.98945149291934,0.129684,2015-07-06,2A06
25910,-121.33149067059368,-120.88579279825323,0.141421,2015-07-06,2A06
25911,-116.60605295642246,-116.40107423301822,0.154221,2015-07-06,2A06
25912,-113.85366191758524,-112.95790447077673,0.168179,2015-07-06,2A06
25913,-112.32527407267486,-111.36585279607914,0.183401,2015-07-06,2A06
25914,-111.1875063929949,-110.1748383078885,0.2,2015-07-06,2A06
25915,-110.75643994324402,-109.9922995177121,0.218102,2015-07-06,2A06
25916,-110.81415462678149,-110.13675249912193,0.237841,2015-07-06,2A06
25917,-110.95327132538922,-110.2902543041126,0.259368,2015-07-06,2A06
25918,-111.15569371772428,-110.58421499432002,0.282843,2015-07-06,2A06
25919,-111.53559297271204,-111.0022525471801,0.308442,2015-07-06,2A06
25920,-112.05859317316155,-111.4725399816722,0.336359,2015-07-06,2A06
25921,-112.62752252859163,-112.04290125199589,0.366802,2015-07-06,2A06
25922,-113.31782303938854,-112.7554826138566,0.4,2015-07-06,2A06
25923,-114.14007659504739,-113.63324680781334,0.436203,2015-07-06,2A06
25924,-114.9653743320344,-114.54994880011952,0.475683,2015-07-06,2A06
25925,-115.98780195962907,-115.56608706601205,0.518736,2015-07-06,2A06
25926,-117.16137543127229,-116.73606479297442,0.565685,2015-07-06,2A06
25927,-118.44876275409416,-118.01133722217926,0.616884,2015-07-06,2A06
25928,-119.77344977336165,-119.42432424144678,0.672717,2015-07-06,2A06
25929,-121.16302894955453,-120.91642469423542,0.733603,2015-07-06,2A06
25930,-122.58306298959374,-122.4489034151257,0.8,2015-07-06,2A06
25931,-123.8776019327104,-123.88801469866786,0.872406,2015-07-06,2A06
25932,-125.13173818185031,-125.23571903291412,0.951366,2015-07-06,2A06
25933,-126.13228129922493,-126.285640873693,1.03747,2015-07-06,2A06
25934,-126.90628515610045,-126.73398941141964,1.13137,2015-07-06,2A06
25935,-127.50617624715983,-127.13249326843643,1.23377,2015-07-06,2A06
25936,-128.02533749744754,-127.33175664638372,1.34543,2015-07-06,2A06
25937,-128.50703887936606,-127.26560909213204,1.46721,2015-07-06,2A06
25938,-128.90100003599022,-127.15544684450086,1.6,2015-07-06,2A06
25939,-129.20875373009827,-126.61988138967271,1.74481,2015-07-06,2A06
25940,-129.35822804642348,-126.32950251450858,1.90273,2015-07-06,2A06
25941,-129.35441102301564,-126.0609897464199,2.07494,2015-07-06,2A06
25942,-129.2789345421873,-125.73840688261284,2.26274,2015-07-06,2A06
25943,-129.0934236344008,-125.47367682589012,2.46754,2015-07-06,2A06
25944,-128.8269110729665,-125.23201107296654,2.69087,2015-07-06,2A06
25945,-128.49933663150625,-124.81033450384668,2.93441,2015-07-06,2A06
25946,-128.1538823991423,-124.39755048424868,3.2,2015-07-06,2A06
25947,-127.77433198334266,-123.8595213450448,3.48962,2015-07-06,2A06
25948,-127.39504554298469,-123.35713064936766,3.80546,2015-07-06,2A06
25949,-127.0180697325684,-122.75359228575992,4.14989,2015-07-06,2A06
25950,-126.49176000940191,-121.93559086046572,4.52548,2015-07-06,2A06
25951,-125.57046488578128,-120.99663956663238,4.93507,2015-07-06,2A06
25952,-123.75570141982274,-118.86816865386528,5.38174,2015-07-06,2A06
25953,-120.75630469301407,-115.78383809726938,5.86883,2015-07-06,2A06
25954,-118.22851297271514,-113.37927467484278,6.4,2015-07-06,2A06
25955,-116.93947286666732,-112.347649462412,6.97925,2015-07-06,2A06
25956,-116.16767908453247,-111.7329833398516,7.61093,2015-07-06,2A06
25957,-115.49947879513107,-111.13572347598212,8.29977,2015-07-06,2A06
25958,-114.72994499243626,-110.43699818392562,9.05097,2015-07-06,2A06
25959,-114.04958268314302,-109.8441763001643,9.87015,2015-07-06,2A06
25960,-113.54981791889895,-109.4785796210266,10.7635,2015-07-06,2A06
25961,-113.1423239431638,-109.33459841124886,11.7377,2015-07-06,2A06
25962,-113.04251162172754,-109.464339281302,12.8,2015-07-06,2A06
25963,-112.29089087189159,-108.7575568293384,13.9585,2015-07-06,2A06
25964,-111.20308051113722,-107.52122093666912,15.2219,2015-07-06,2A06
25965,-110.84534525693991,-107.16375802289733,16.5995,2015-07-06,2A06
25966,-110.6122995514664,-106.95381870040258,18.1019,2015-07-06,2A06
25967,-109.2781319904391,-105.60385113937528,19.7403,2015-07-06,2A06
25968,-99.71196905170869,-95.99994777511291,21.5269,2015-07-06,2A06
25969,-66.25124089873502,-62.50080260086267,23.4753,2015-07-06,2A06
25970,-101.43292504160262,-101.36372355224093,0.0052556,2015-07-07,2A06
25971,-102.70789602071189,-102.58540985049916,0.00573128,2015-07-07,2A06
25972,-103.46046322909461,-103.33797705888183,0.00625,2015-07-07,2A06
25973,-104.57166241644353,-104.46691773559247,0.00681567,2015-07-07,2A06
25974,-105.32423709452316,-105.2194924136721,0.00743254,2015-07-07,2A06
25975,-106.43336254860284,-106.42408531456029,0.00810525,2015-07-07,2A06
25976,-108.09799925049188,-107.98816265474716,0.00883883,2015-07-07,2A06
25977,-108.85058057387205,-108.7407439781274,0.00963882,2015-07-07,2A06
25978,-109.87892772162436,-109.74386155141164,0.0105112,2015-07-07,2A06
25979,-111.32001506110834,-111.46500144408704,0.0114626,2015-07-07,2A06
25980,-112.26801350911613,-112.34047542400972,0.0125,2015-07-07,2A06
25981,-113.66670508174568,-113.775533379618,0.0136313,2015-07-07,2A06
25982,-114.65297110379295,-114.66497450804827,0.0148651,2015-07-07,2A06
25983,-116.01644369667858,-116.077996675402,0.0162105,2015-07-07,2A06
25984,-117.17799339181441,-117.18707977479316,0.0176777,2015-07-07,2A06
25985,-118.11875753921176,-118.15051158176492,0.0192776,2015-07-07,2A06
25986,-119.3686716240108,-119.4616167303938,0.0210224,2015-07-07,2A06
25987,-120.58302081342721,-120.65031740917188,0.0229251,2015-07-07,2A06
25988,-121.75849135418727,-121.74819007759152,0.025,2015-07-07,2A06
25989,-122.83255070007671,-122.9382372958214,0.0272627,2015-07-07,2A06
25990,-123.82329929267236,-124.02827050543831,0.0297302,2015-07-07,2A06
25991,-125.10272694055256,-125.4127207277866,0.032421,2015-07-07,2A06
