,mean_power,median_power,frequency,time,station
51,-114.43607233972821,-114.02064680781334,0.436203,2015-07-06,2A04
52,-115.20948709799188,-114.83984880011954,0.475683,2015-07-06,2A04
53,-116.191157278778,-115.76758706601206,0.518736,2015-07-06,2A04
54,-117.19003287808083,-116.69636479297444,0.565685,2015-07-06,2A04
55,-118.16393722217927,-117.86553722217926,0.616884,2015-07-06,2A04
56,-118.97270083719145,-118.77622424144678,0.672717,2015-07-06,2A04
57,-119.66425448146948,-119.3053246942354,0.733603,2015-07-06,2A04
58,-120.19179703214697,-119.6879034151257,0.8,2015-07-06,2A04
59,-120.57074874122104,-119.75921469866783,0.872406,2015-07-06,2A04
60,-120.75770626695665,-119.50611903291411,0.951366,2015-07-06,2A04
61,-120.6258664056079,-118.867740873693,1.03747,2015-07-06,2A04
62,-120.34602132631328,-118.03828941141964,1.13137,2015-07-06,2A04
63,-119.95059539609603,-117.35849326843643,1.23377,2015-07-06,2A04
64,-119.50996090170288,-117.0255566463837,1.34543,2015-07-06,2A04
65,-118.97397504957885,-116.53260909213203,1.46721,2015-07-06,2A04
66,-118.36439152535192,-115.89544684450088,1.6,2015-07-06,2A04
67,-117.66731543222592,-115.17558138967271,1.74481,2015-07-06,2A04
68,-116.95849400387027,-114.66090251450856,1.90273,2015-07-06,2A04
69,-116.18904719322843,-113.74508974641992,2.07494,2015-07-06,2A04
70,-115.36455581878305,-112.86410688261284,2.26274,2015-07-06,2A04
71,-114.50454278333696,-111.72787682589012,2.46754,2015-07-06,2A04
72,-113.61492383892396,-110.89901107296652,2.69087,2015-07-06,2A04
73,-112.67984301448499,-109.87293450384668,2.93441,2015-07-06,2A04
74,-111.71475686722741,-108.73455048424869,3.2,2015-07-06,2A04
75,-110.74647666419375,-107.4677213450448,3.48962,2015-07-06,2A04
76,-109.78271362809102,-106.41903064936766,3.80546,2015-07-06,2A04
77,-108.831851860228,-105.43819228575992,4.14989,2015-07-06,2A04
78,-107.940284477487,-104.34829086046572,4.52548,2015-07-06,2A04
79,-107.07788424748342,-103.31483956663236,4.93507,2015-07-06,2A04
80,-106.20097078152487,-102.20906865386527,5.38174,2015-07-06,2A04
81,-105.32454660790769,-100.96303809726938,5.86883,2015-07-06,2A04
82,-104.3913746748428,-99.64617467484278,6.4,2015-07-06,2A04
83,-103.31106861134818,-98.36084946241198,6.97925,2015-07-06,2A04
84,-101.9322407866601,-96.5350833398516,7.61093,2015-07-06,2A04
85,-100.04035113555663,-94.54862347598214,8.29977,2015-07-06,2A04
86,-97.7639407371171,-92.83099818392564,9.05097,2015-07-06,2A04
87,-96.2676699171856,-91.7389763001643,9.87015,2015-07-06,2A04
88,-95.07126259975001,-90.6095796210266,10.7635,2015-07-06,2A04
89,-93.55137287933398,-89.03239841124886,11.7377,2015-07-06,2A04
90,-91.83559034513178,-87.593239281302,12.8,2015-07-06,2A04
91,-90.75041002082777,-86.8779568293384,13.9585,2015-07-06,2A04
92,-90.22796774517975,-86.48922093666911,15.2219,2015-07-06,2A04
93,-90.14957078885479,-86.51325802289733,16.5995,2015-07-06,2A04
94,-90.1313655089132,-86.50241870040259,18.1019,2015-07-06,2A04
95,-88.91587879894973,-85.25985113937526,19.7403,2015-07-06,2A04
96,-79.51012437085762,-75.94534777511294,21.5269,2015-07-06,2A04
97,-46.38464940937331,-43.30110260086267,23.4753,2015-07-06,2A04
98,-96.1547427011771,-95.81922355224091,0.0052556,2015-07-07,2A04
99,-97.07252261645661,-97.01890985049916,0.00573128,2015-07-07,2A04
100,-97.82508982483928,-97.77147705888184,0.00625,2015-07-07,2A04
101,-98.7919966717627,-98.73314773559248,0.00681567,2015-07-07,2A04
102,-99.54457134984227,-99.4857224136721,0.00743254,2015-07-07,2A04
103,-100.6168457400922,-100.60610531456028,0.00810525,2015-07-07,2A04
104,-102.18391520793863,-102.14047265474716,0.00883883,2015-07-07,2A04
105,-102.9364965313189,-102.8930539781274,0.00963882,2015-07-07,2A04
106,-104.04684921098611,-103.97862155141163,0.0105112,2015-07-07,2A04
107,-105.54187463557642,-105.45724144408706,0.0114626,2015-07-07,2A04
108,-106.54299010486079,-106.37527542400971,0.0125,2015-07-07,2A04
109,-108.10336742217122,-108.064223379618,0.0136313,2015-07-07,2A04
110,-109.09970514634615,-108.98903450804826,0.0148651,2015-07-07,2A04
111,-110.66715539880626,-110.455206675402,0.0162105,2015-07-07,2A04
112,-111.82198807266549,-111.79528977479316,0.0176777,2015-07-07,2A04
113,-112.76304775197765,-112.78443158176492,0.0192776,2015-07-07,2A04
114,-114.05115056018104,-114.1041167303938,0.0210224,2015-07-07,2A04
115,-115.4454137921506,-115.58165740917188,0.0229251,2015-07-07,2A04
116,-116.70497007759151,-116.76082007759152,0.025,2015-07-07,2A04
117,-117.8310887851831,-117.9445772958214,0.0272627,2015-07-07,2A04
118,-118.94573178203406,-118.95561050543832,0.0297302,2015-07-07,2A04
119,-120.30342923842491,-120.4260707277866,0.032421,2015-07-07,2A04
120,-121.33051799177012,-121.48819650240844,0.0353553,2015-07-07,2A04
121,-122.33830174415102,-122.58598961649145,0.0385553,2015-07-07,2A04
122,-123.50024697321416,-123.8430742072567,0.0420448,2015-07-07,2A04
123,-124.62932756938372,-124.9317552289582,0.0458502,2015-07-07,2A04
124,-125.73192362635193,-126.29970362635194,0.05,2015-07-07,2A04
125,-126.86676353917333,-127.35468481576906,0.0545254,2015-07-07,2A04
126,-127.9417837115863,-128.53524477541606,0.0594604,2015-07-07,2A04
127,-129.0267087435785,-129.8089606584721,0.064842,2015-07-07,2A04
128,-130.0216264270695,-130.83940004409084,0.0707107,2015-07-07,2A04
129,-130.9684131031914,-131.89687246489353,0.0771105,2015-07-07,2A04
130,-131.65293243904935,-132.67067094968766,0.0840896,2015-07-07,2A04
131,-131.94757394876606,-133.1153258636597,0.0917004,2015-07-07,2A04
132,-131.4812503368798,-132.7640350177309,0.1,2015-07-07,2A04
133,-130.92336335422584,-132.2542839925237,0.109051,2015-07-07,2A04
134,-130.1339190343243,-131.26854924709025,0.118921,2015-07-07,2A04
135,-128.7680793652598,-129.67012149291935,0.129684,2015-07-07,2A04
136,-125.05366301101918,-125.09329279825324,0.141421,2015-07-07,2A04
137,-120.94281891386927,-120.9722742330182,0.154221,2015-07-07,2A04
138,-118.42550447077674,-119.03370447077674,0.168179,2015-07-07,2A04
139,-117.0442123705472,-117.65185279607914,0.183401,2015-07-07,2A04
140,-115.75348298873959,-115.9010383078885,0.2,2015-07-07,2A04
141,-114.67081015600994,-114.81639951771209,0.218102,2015-07-07,2A04
142,-114.18161207359,-114.4405524991219,0.237841,2015-07-07,2A04
143,-114.0957053679424,-114.4650543041126,0.259368,2015-07-07,2A04
144,-114.38785541985195,-114.82841499432,0.282843,2015-07-07,2A04
145,-114.90361637696734,-115.2409525471801,0.308442,2015-07-07,2A04
146,-115.5769250880552,-115.8882399816722,0.336359,2015-07-07,2A04
147,-116.31549699667671,-116.52160125199586,0.366802,2015-07-07,2A04
148,-117.18701665640978,-117.2136826138566,0.4,2015-07-07,2A04
149,-118.31518510568569,-118.13394680781336,0.436203,2015-07-07,2A04
150,-119.48343816182167,-119.31494880011954,0.475683,2015-07-07,2A04
151,-120.83310834260779,-120.67068706601204,0.518736,2015-07-07,2A04
152,-122.13378819722975,-122.03006479297444,0.565685,2015-07-07,2A04
153,-123.49211594558348,-123.34763722217926,0.616884,2015-07-07,2A04
154,-124.82112424144677,-124.65052424144676,0.672717,2015-07-07,2A04
155,-126.19280128998008,-126.0809246942354,0.733603,2015-07-07,2A04
156,-127.61770767044483,-127.57710341512568,0.8,2015-07-07,2A04
157,-129.04287852845508,-129.12291469866784,0.872406,2015-07-07,2A04
158,-130.50388711802051,-130.86521903291413,0.951366,2015-07-07,2A04
159,-131.72076427794835,-132.32964087369302,1.03747,2015-07-07,2A04
160,-132.8638702624835,-133.52718941141964,1.13137,2015-07-07,2A04
161,-133.78582305567048,-134.80699326843643,1.23377,2015-07-07,2A04
162,-134.67069281659644,-136.1502566463837,1.34543,2015-07-07,2A04
163,-135.45677292191928,-137.67900909213205,1.46721,2015-07-07,2A04
164,-136.16390429130936,-138.99114684450086,1.6,2015-07-07,2A04
165,-136.57224309180035,-139.08018138967273,1.74481,2015-07-07,2A04
166,-136.73045570599794,-138.90970251450858,1.90273,2015-07-07,2A04
167,-136.84150251237736,-138.8592897464199,2.07494,2015-07-07,2A04
168,-136.9057579464426,-138.71910688261283,2.26274,2015-07-07,2A04
169,-136.91108959184757,-138.30107682589014,2.46754,2015-07-07,2A04
170,-136.84381532828567,-137.83171107296653,2.69087,2015-07-07,2A04
171,-136.6600068442722,-137.1887345038467,2.93441,2015-07-07,2A04
172,-136.3537653778657,-136.91755048424866,3.2,2015-07-07,2A04
173,-136.12389368547034,-136.7967213450448,3.48962,2015-07-07,2A04
174,-135.9940323514953,-137.61353064936765,3.80546,2015-07-07,2A04
175,-135.8293988815046,-137.0239922857599,4.14989,2015-07-07,2A04
176,-135.53323086046575,-136.9235908604657,4.52548,2015-07-07,2A04
177,-135.18865169429193,-137.08513956663236,4.93507,2015-07-07,2A04
178,-134.80950716450357,-137.50366865386528,5.38174,2015-07-07,2A04
179,-134.4019708632268,-138.08933809726938,5.86883,2015-07-07,2A04
180,-133.8533870152683,-137.8016746748428,6.4,2015-07-07,2A04
181,-133.0538998879439,-136.87464946241198,6.97925,2015-07-07,2A04
182,-131.92358951006435,-136.1060833398516,7.61093,2015-07-07,2A04
183,-130.39716241215237,-134.60972347598215,8.29977,2015-07-07,2A04
184,-127.58825158818094,-131.18629818392563,9.05097,2015-07-07,2A04
185,-123.81364864058983,-125.69017630016432,9.87015,2015-07-07,2A04
186,-122.17268174868616,-123.6525796210266,10.7635,2015-07-07,2A04
187,-120.85031968784462,-122.30799841124887,11.7377,2015-07-07,2A04
188,-118.5348988557701,-119.967239281302,12.8,2015-07-07,2A04
189,-116.03532916976397,-117.3770568293384,13.9585,2015-07-07,2A04
190,-114.82568263879679,-116.38252093666912,15.2219,2015-07-07,2A04
191,-114.40232823566326,-115.97265802289732,16.5995,2015-07-07,2A04
192,-113.99451870040258,-115.57111870040258,18.1019,2015-07-07,2A04
193,-112.79883199043911,-114.34495113937528,19.7403,2015-07-07,2A04
194,-103.15225841341079,-104.66744777511292,21.5269,2015-07-07,2A04
195,-69.08129621788395,-70.60590260086266,23.4753,2015-07-07,2A04
196,-96.17005121181539,-96.19522355224092,0.0052556,2015-07-08,2A04
197,-97.31909070156298,-97.43520985049916,0.00573128,2015-07-08,2A04
198,-98.07165790994567,-98.18777705888184,0.00625,2015-07-08,2A04
199,-99.15454986325206,-99.13044773559248,0.00681567,2015-07-08,2A04
200,-99.90712454133168,-99.8830224136721,0.00743254,2015-07-08,2A04
201,-100.84825212307092,-100.68610531456028,0.00810525,2015-07-08,2A04
202,-102.37525776113014,-102.36137265474716,0.00883883,2015-07-08,2A04
203,-103.12783908451037,-103.1139539781274,0.00963882,2015-07-08,2A04
204,-104.27387687056057,-104.19572155141164,0.0105112,2015-07-08,2A04
205,-105.70972016749131,-105.69754144408704,0.0114626,2015-07-08,2A04
206,-106.65559031762676,-106.65297542400972,0.0125,2015-07-08,2A04
207,-107.96179806046905,-108.112823379618,0.0136313,2015-07-08,2A04
208,-108.96843642294189,-109.20113450804828,0.0148651,2015-07-08,2A04
209,-110.58566816476372,-110.604806675402,0.0162105,2015-07-08,2A04
210,-111.84785871096334,-111.90858977479314,0.0176777,2015-07-08,2A04
211,-112.81929264559471,-112.91725158176492,0.0192776,2015-07-08,2A04
212,-114.05130098571294,-114.0729267303938,0.0210224,2015-07-08,2A04
213,-115.35253017512933,-115.39426740917187,0.0229251,2015-07-08,2A04
214,-116.65869688610215,-116.74652007759153,0.025,2015-07-08,2A04
215,-117.90969687028948,-118.0901272958214,0.0272627,2015-07-08,2A04
216,-119.0711162501192,-119.21265050543832,0.0297302,2015-07-08,2A04
217,-120.52757242991424,-120.6316807277866,0.032421,2015-07-08,2A04
218,-121.59158543857868,-121.74675650240845,0.0353553,2015-07-08,2A04
219,-122.63903153138503,-122.77750961649144,0.0385553,2015-07-08,2A04
220,-123.90446293066096,-123.9962642072567,0.0420448,2015-07-08,2A04
221,-125.18762118640502,-125.2384452289582,0.0458502,2015-07-08,2A04
222,-126.47192724337324,-126.56101362635194,0.05,2015-07-08,2A04
223,-127.62158524130099,-127.74363481576908,0.0545254,2015-07-08,2A04
224,-128.81232988179906,-128.76133477541606,0.0594604,2015-07-08,2A04
225,-130.05521959464235,-130.0710206584721,0.064842,2015-07-08,2A04
226,-131.1598055760057,-131.11007004409083,0.0707107,2015-07-08,2A04
227,-132.22112182659563,-132.2377824648935,0.0771105,2015-07-08,2A04
228,-133.08240946032592,-133.04489094968764,0.0840896,2015-07-08,2A04
229,-133.45506543812778,-133.4613658636597,0.0917004,2015-07-08,2A04
230,-133.19826757092235,-133.1746750177309,0.1,2015-07-08,2A04
231,-132.3338846308216,-132.3351239925237,0.109051,2015-07-08,2A04
232,-131.37769669389877,-131.45186924709026,0.118921,2015-07-08,2A04
233,-131.04322255674916,-131.07433149291936,0.129684,2015-07-08,2A04
234,-129.74398237272132,-129.69429279825323,0.141421,2015-07-08,2A04
235,-126.49028061599694,-126.5397742330182,0.154221,2015-07-08,2A04
236,-121.16964276864907,-121.35950447077671,0.168179,2015-07-08,2A04
237,-117.46010173224933,-117.88995279607911,0.183401,2015-07-08,2A04
238,-115.65856171214384,-115.9614383078885,0.2,2015-07-08,2A04
239,-115.30686547515887,-115.39319951771208,0.218102,2015-07-08,2A04
240,-115.53468015869636,-115.5663524991219,0.237841,2015-07-08,2A04
241,-115.92002877219772,-115.88945430411262,0.259368,2015-07-08,2A04
242,-116.33777031346894,-116.32421499432002,0.282843,2015-07-08,2A04
243,-116.87293978122268,-116.87955254718013,0.308442,2015-07-08,2A04
244,-117.58761444975731,-117.57163998167222,0.336359,2015-07-08,2A04
245,-118.56321401795333,-118.55750125199587,0.366802,2015-07-08,2A04
246,-119.67929963513319,-119.6641826138566,0.4,2015-07-08,2A04
247,-120.71030212696228,-120.73784680781334,0.436203,2015-07-08,2A04
248,-121.60500624692803,-121.59184880011954,0.475683,2015-07-08,2A04
249,-122.64066153409716,-122.65858706601205,0.518736,2015-07-08,2A04
250,-123.72487330361272,-123.77936479297442,0.565685,2015-07-08,2A04
251,-124.87479679664737,-125.03693722217926,0.616884,2015-07-08,2A04
252,-126.00391573080847,-126.18962424144678,0.672717,2015-07-08,2A04
253,-127.1464076729588,-127.4346246942354,0.733603,2015-07-08,2A04
254,-128.26245447895545,-128.7168034151257,0.8,2015-07-08,2A04
255,-129.33074874122102,-129.92271469866785,0.872406,2015-07-08,2A04
256,-130.40678286270133,-131.2483190329141,0.951366,2015-07-08,2A04
257,-131.23419832050152,-132.21074087369303,1.03747,2015-07-08,2A04
258,-131.975027709292,-133.09968941141963,1.13137,2015-07-08,2A04
259,-132.5351081620534,-133.67919326843642,1.23377,2015-07-08,2A04
260,-132.97311409319224,-133.9895566463837,1.34543,2015-07-08,2A04
261,-133.32167292191926,-134.12230909213204,1.46721,2015-07-08,2A04
262,-133.62837237641577,-134.09834684450087,1.6,2015-07-08,2A04
263,-133.7864579854174,-133.7404813896727,1.74481,2015-07-08,2A04
264,-133.7783344294022,-133.3756025145086,1.90273,2015-07-08,2A04
265,-133.67094932088798,-132.8857897464199,2.07494,2015-07-08,2A04
266,-133.52815794644263,-132.45340688261285,2.26274,2015-07-08,2A04
267,-133.2835598046135,-131.84697682589012,2.46754,2015-07-08,2A04
268,-133.07057703041335,-131.43221107296654,2.69087,2015-07-08,2A04
269,-132.800227908102,-131.1732345038467,2.93441,2015-07-08,2A04
270,-132.40211963318487,-130.81515048424868,3.2,2015-07-08,2A04
271,-131.99670943015118,-130.5029213450448,3.48962,2015-07-08,2A04
272,-131.5803646919208,-130.17793064936765,3.80546,2015-07-08,2A04
273,-131.16314420065353,-130.02529228575992,4.14989,2015-07-08,2A04
274,-130.7631651157849,-129.05649086046571,4.52548,2015-07-08,2A04
275,-130.36860786450472,-129.19273956663238,4.93507,2015-07-08,2A04
276,-129.94483780280146,-129.36566865386527,5.38174,2015-07-08,2A04
277,-129.5376538419502,-129.71063809726937,5.86883,2015-07-08,2A04
278,-129.09980935569385,-129.75677467484277,6.4,2015-07-08,2A04
279,-128.5927739304971,-129.20254946241198,6.97925,2015-07-08,2A04
280,-127.95881185048991,-128.32308333985162,7.61093,2015-07-08,2A04
281,-127.00245964619491,-126.91692347598214,8.29977,2015-07-08,2A04
282,-125.04207307754265,-125.09259818392562,9.05097,2015-07-08,2A04
283,-121.54400417250471,-120.6763763001643,9.87015,2015-07-08,2A04
284,-118.85098174868617,-117.7690796210266,10.7635,2015-07-08,2A04
285,-117.68524309209995,-116.50969841124888,11.7377,2015-07-08,2A04
286,-116.15795630257858,-115.005439281302,12.8,2015-07-08,2A04
287,-113.57383768040225,-112.7300568293384,13.9585,2015-07-08,2A04
288,-111.60151455369042,-110.43272093666911,15.2219,2015-07-08,2A04
289,-111.1097622782165,-109.85545802289732,16.5995,2015-07-08,2A04
290,-110.62926125359407,-109.34371870040258,18.1019,2015-07-08,2A04
291,-109.30352773511994,-108.03055113937526,19.7403,2015-07-08,2A04
292,-99.89971373255975,-98.84304777511294,21.5269,2015-07-08,2A04
293,-65.7630089838414,-64.74350260086267,23.4753,2015-07-08,2A04
294,-95.72796823309199,-95.72422355224091,0.0052556,2015-07-09,2A04
295,-96.65528431858428,-96.58860985049915,0.00573128,2015-07-09,2A04
296,-97.40785152696695,-97.34117705888184,0.00625,2015-07-09,2A04
297,-98.57033071431589,-98.59914773559248,0.00681567,2015-07-09,2A04
298,-99.32290539239547,-99.35172241367208,0.00743254,2015-07-09,2A04
299,-100.4272691443475,-100.53840531456028,0.00810525,2015-07-09,2A04
300,-102.12751095261949,-102.36037265474717,0.00883883,2015-07-09,2A04
301,-102.88009227599973,-103.1129539781274,0.00963882,2015-07-09,2A04
302,-103.89352580673078,-104.14352155141164,0.0105112,2015-07-09,2A04
303,-105.56573293344877,-105.59044144408706,0.0114626,2015-07-09,2A04
304,-106.62014563677569,-106.64207542400972,0.0125,2015-07-09,2A04
305,-108.0315767838733,-108.119523379618,0.0136313,2015-07-09,2A04
306,-108.99870259315468,-109.18493450804829,0.0148651,2015-07-09,2A04
307,-110.50650327114668,-110.548806675402,0.0162105,2015-07-09,2A04
308,-111.73682679606974,-111.77278977479315,0.0176777,2015-07-09,2A04
309,-112.65562690091384,-112.65244158176492,0.0192776,2015-07-09,2A04
310,-114.11836375167039,-114.2120467303938,0.0210224,2015-07-09,2A04
311,-115.41485655810804,-115.48714740917188,0.0229251,2015-07-09,2A04
312,-116.6886900775915,-116.70000007759153,0.025,2015-07-09,2A04
313,-117.89469325326819,-117.8163972958214,0.0272627,2015-07-09,2A04
314,-119.06092922884255,-118.97575050543831,0.0297302,2015-07-09,2A04
315,-120.58712796182915,-120.5585007277866,0.032421,2015-07-09,2A04
316,-121.65036480028078,-121.64346650240844,0.0353553,2015-07-09,2A04
317,-122.83981812712975,-122.74495961649144,0.0385553,2015-07-09,2A04
318,-124.09060144129927,-124.0464242072567,0.0420448,2015-07-09,2A04
319,-125.40430990980926,-125.3872552289582,0.0458502,2015-07-09,2A04
320,-126.5641642646498,-126.54925362635194,0.05,2015-07-09,2A04
321,-127.7084475817265,-127.77830481576906,0.0545254,2015-07-09,2A04
322,-128.9400362647778,-128.96350477541606,0.0594604,2015-07-09,2A04
323,-130.13842278613166,-130.1577906584721,0.064842,2015-07-09,2A04
324,-131.22609600153763,-131.29174004409083,0.0707107,2015-07-09,2A04
325,-132.05426799680842,-132.1127724648935,0.0771105,2015-07-09,2A04
326,-132.80821563053874,-132.88368094968766,0.0840896,2015-07-09,2A04
327,-133.2652333104682,-133.3450358636597,0.0917004,2015-07-09,2A04
328,-133.15591735815642,-133.09763501773088,0.1,2015-07-09,2A04
329,-132.27953016273645,-132.4090639925237,0.109051,2015-07-09,2A04
330,-131.62848031092003,-131.57870924709025,0.118921,2015-07-09,2A04
331,-131.46359362057893,-131.40470149291934,0.129684,2015-07-09,2A04
332,-130.04173067059367,-130.23656279825323,0.141421,2015-07-09,2A04
333,-126.29182529684797,-126.4937742330182,0.154221,2015-07-09,2A04
334,-122.84113000269164,-123.37650447077674,0.168179,2015-07-09,2A04
335,-120.66229109395147,-121.43625279607912,0.183401,2015-07-09,2A04
336,-119.17214894618637,-119.7362383078885,0.2,2015-07-09,2A04
337,-118.6901718581376,-119.12439951771208,0.218102,2015-07-09,2A04
338,-118.84572483954744,-119.24115249912192,0.237841,2015-07-09,2A04
339,-119.09815643177221,-119.45795430411262,0.259368,2015-07-09,2A04
340,-119.38308095176686,-119.76531499432002,0.282843,2015-07-09,2A04
341,-119.82744190888221,-120.21945254718013,0.308442,2015-07-09,2A04
342,-120.4583655135871,-120.8676399816722,0.336359,2015-07-09,2A04
343,-121.21000976263417,-121.59220125199587,0.366802,2015-07-09,2A04
344,-122.08078261385661,-122.3838826138566,0.4,2015-07-09,2A04
345,-122.9846255312176,-123.33014680781334,0.436203,2015-07-09,2A04
346,-123.79998497033229,-124.11324880011954,0.475683,2015-07-09,2A04
347,-124.8002487681397,-125.06808706601204,0.518736,2015-07-09,2A04
348,-125.83329032488928,-126.04546479297444,0.565685,2015-07-09,2A04
349,-126.95394573281754,-127.19763722217924,0.616884,2015-07-09,2A04
350,-128.07794551804253,-128.1488242414468,0.672717,2015-07-09,2A04
351,-129.17318001338435,-129.2117246942354,0.733603,2015-07-09,2A04
352,-130.2870949044874,-130.3139034151257,0.8,2015-07-09,2A04
353,-131.41488916675294,-131.55731469866785,0.872406,2015-07-09,2A04
354,-132.54547435206305,-132.75741903291413,0.951366,2015-07-09,2A04
355,-133.47623236305472,-134.08294087369302,1.03747,2015-07-09,2A04
356,-134.3050596241856,-135.09858941141965,1.13137,2015-07-09,2A04
357,-134.9742783748194,-135.87279326843642,1.23377,2015-07-09,2A04
358,-135.52226302936242,-136.48045664638371,1.34543,2015-07-09,2A04
359,-136.01308143255756,-137.00820909213203,1.46721,2015-07-09,2A04
360,-136.41236599343705,-137.37284684450086,1.6,2015-07-09,2A04
361,-136.66561543222588,-137.43358138967272,1.74481,2015-07-09,2A04
362,-136.76109825918942,-137.71220251450856,1.90273,2015-07-09,2A04
363,-136.79964081024968,-137.4423897464199,2.07494,2015-07-09,2A04
364,-136.78218135069793,-137.17860688261285,2.26274,2015-07-09,2A04
365,-136.72514916631567,-136.89947682589013,2.46754,2015-07-09,2A04
366,-136.63031830700908,-136.49391107296654,2.69087,2015-07-09,2A04
367,-136.50155407831477,-136.15833450384667,2.93441,2015-07-09,2A04
368,-136.29012367573804,-135.92485048424868,3.2,2015-07-09,2A04
369,-136.0558513450448,-135.7168213450448,3.48962,2015-07-09,2A04
370,-135.8295849046868,-135.53293064936764,3.80546,2015-07-09,2A04
371,-135.57072249852587,-135.41079228575992,4.14989,2015-07-09,2A04
372,-135.27412788174234,-135.19889086046572,4.52548,2015-07-09,2A04
373,-134.94976637514299,-135.01773956663237,4.93507,2015-07-09,2A04
374,-134.64523822833337,-134.97306865386528,5.38174,2015-07-09,2A04
375,-134.31584639514173,-134.73473809726937,5.86883,2015-07-09,2A04
376,-133.873858717396,-134.30377467484277,6.4,2015-07-09,2A04
377,-133.24787541985881,-133.67094946241198,6.97925,2015-07-09,2A04
378,-132.5314884462346,-132.6387833398516,7.61093,2015-07-09,2A04
379,-131.54586751853535,-131.45492347598213,8.29977,2015-07-09,2A04
380,-129.74028946052138,-129.69749818392563,9.05097,2015-07-09,2A04
381,-126.03520161931326,-125.3483763001643,9.87015,2015-07-09,2A04
382,-122.07427408911173,-121.2207796210266,10.7635,2015-07-09,2A04
383,-120.62441011337656,-119.65919841124888,11.7377,2015-07-09,2A04
384,-119.36321800470625,-118.144339281302,12.8,2015-07-09,2A04
385,-117.12076321231712,-115.8730568293384,13.9585,2015-07-09,2A04
